Species,NCBI Taxon ID,Order,Family,Genus,CE_clathrin,CE_receptor,CE_glycoproteins,other,finished
Grus japonensis CRESS-DNA-virus sp.,2815045,,,,,,,,
Luscinia calliope CRESS-DNA-virus sp.,2815039,,,,,,,,
Motacilla cinerea CRESS-DNA-virus sp.,2815043,,,,,,,,
Nandayus nenday CRESS-DNA-virus sp.,2815047,,,,,,,,
Pavo cristatus CRESS-DNA-virus sp.,2815049,,,,,,,,
Periparus ater CRESS-DNA-virus sp.,2815050,,,,,,,,
Phoenicopteridae CRESS-DNA-virus sp.,2815051,,,,,,,,
Phoenicurus auroreus CRESS-DNA-virus sp.,2815053,,,,,,,,
Phylloscopus tenellipes CRESS-DNA-virus sp.,2815055,,,,,,,,
Psittacidae CRESS-DNA-virus sp.,2815057,,,,,,,,
Syrmaticus reevesii CRESS-DNA-virus sp.,2815059,,,,,,,,
Tarsiger cyanurus CRESS-DNA-virus sp.,2815060,,,,,,,,
Tragopan caboti CRESS-DNA-virus sp.,2815061,,,,,,,,
Turdus hortulorum CRESS-DNA-virus sp.,2815062,,,,,,,,
Acanthis flammea CRESS-DNA-virus sp.,2815018,,,,,,,,
Cecropis daurica CRESS-DNA-virus sp.,2815023,,,,,,,,
Chrysolophus pictus CRESS-DNA-virus sp.,2815020,,,,,,,,
Cyanopica cyanus CRESS-DNA-virus sp.,2815025,,,,,,,,
Dendrocopos leucotos CRESS-DNA-virus sp.,2815028,,,,,,,,
Emberiza cioides CRESS-DNA-virus sp.,2815030,,,,,,,,
Emberiza tristrami CRESS-DNA-virus sp.,2815034,,,,,,,,
Grus monacha CRESS-DNA-virus sp.,2815037,,,,,,,,
Luscinia cyane CRESS-DNA-virus sp.,2815040,,,,,,,,
Luscinia sibilans CRESS-DNA-virus sp.,2815041,,,,,,,,
Muscicapa latirostris CRESS-DNA-virus sp.,2815046,,,,,,,,
Otus scops CRESS-DNA-virus sp.,2815048,,,,,,,,
Phoenicopterus roseus CRESS-DNA-virus sp.,2815052,,,,,,,,
Phylloscopus fuscatus CRESS-DNA-virus sp.,2815054,,,,,,,,
Prunella montanella CRESS-DNA-virus sp.,2815056,,,,,,,,
Turdus naumanni CRESS-DNA-virus sp.,2815063,,,,,,,,
Emberiza rustica Genomoviridae sp.,2814949,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Emberiza spodocephala Genomoviridae sp.,2814950,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Prunella montanella Genomoviridae sp.,2814991,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Bobaya virus,2818228,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
Gull adenovirus,1306817,Rowavirales,Adenoviridae,,0.0,0.0,1.0,0.0,1.0
Aalivirus A,2169685,Picornavirales,Picornaviridae,Aalivirus,0.0,1.0,0.0,0.0,1.0
Foot-and-mouth disease virus,12110,Picornavirales,Picornaviridae,Aphthovirus,1.0,0.0,0.0,0.0,1.0
Deltacoronavirus HNU1-1,2814911,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Deltacoronavirus HNU1-2,2814912,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Deltacoronavirus HNU3,2814913,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Deltacoronavirus HNU2,2814914,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Orthoflavivirus encephalitidis,3052465,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Mudlarkpox virus,2811215,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Penguinpox virus 2,2811223,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Duck-associated chapparvovirus,2810801,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
French Guiana picornavirus,2803188,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
French Guiana reovirus,2803189,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Orthobunyavirus bataiense,3052371,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
Pacific black duck aviadenovirus,2798287,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Grey teal gyrovirus,2798291,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Pacific black duck calicivirus,2798288,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Pacific black duck astrovirus,2798286,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Pacific black duck orthoreovirus,2798289,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Chestnut teal astrovirus,2798290,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Chaphamaparvovirus gyb-MR3/2015/HUN,2785213,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Montifringilla taczanowskii coronavirus N,2794340,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Middelburg virus,11023,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Gyrovirus 9,2781379,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Duck ssDNA virus,2781382,,,,,,,,
Avian gyrovirus 13,2781374,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Gyrovirus VC5,2781380,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Gyrovirus VC7,2781381,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Duck associated circular virus VC9,2781378,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Duck genomovirus VC16,2781375,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Duck genomovirus VC17,2781376,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Passerine adenovirus 1,2779174,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,1.0
Blue tit hepacivirus,2777463,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Magpie hepacivirus,2777467,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Pelican hepacivirus,2777469,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Lonchura striata deltavirus,2766951,,Kolmioviridae,Deltavirus,0.0,1.0,0.0,0.0,1.0
Mayaro virus,59301,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Poecivirus sp.,2759496,Picornavirales,Picornaviridae,Poecivirus,0.0,1.0,0.0,0.0,1.0
Gyrovirus 6,2583050,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Antarctic virus 6_I_APBOOTsw001Ad,2761208,,,,,,,,
Antarctic virus 6_I_APBOOTsw001Ch,2761209,,,,,,,,
Antarctic virus 1_I_CPGEORsw001Ad,2761173,,,,,,,,
Antarctic virus 1_I_CPGEORsw002Ad,2761174,,,,,,,,
Antarctic virus 1_II_CPGEORsw003Ad,2761171,,,,,,,,
Antarctic virus 1_II_CPGEORsw003Ch,2761172,,,,,,,,
Antarctic virus 3_I_CPHALFsw004Ad,2761187,,,,,,,,
Antarctic virus 3_II_CPHALFsw005Ad,2761185,,,,,,,,
Antarctic virus 3_V_CPHALFsw003Ad,2761188,,,,,,,,
Antarctic virus 2_I_GPYANKsw001Ad,2761175,,,,,,,,
Antarctic virus 2_I_GPYANKsw001Ch,2761176,,,,,,,,
Antarctic virus 2_I_GPYANKsw002Ad,2761177,,,,,,,,
Antarctic virus 2_I_GPYANKsw003Ad,2761178,,,,,,,,
Antarctic virus 2_I_GPYANKsw004Ad,2761179,,,,,,,,
Antarctic virus 3_III_KPSTAsw010Ad,2761180,,,,,,,,
Antarctic virus 3_III_KPSTAsw014Ch,2761181,,,,,,,,
Antarctic virus 3_IV_KPSTAsw015Ch,2761186,,,,,,,,
Antarctic virus 3_III_KPSTAsw016Ch,2761182,,,,,,,,
Antarctic virus 3_III_KPSTAsw018Ch,2761183,,,,,,,,
Antarctic virus 3_III_KPSTAsw019Ch,2761184,,,,,,,,
Antarctic virus 4_I_KPSTAsw001Ad,2761196,,,,,,,,
Antarctic virus 4_II_KPSTAsw004Ad,2761189,,,,,,,,
Antarctic virus 4_II_KPSTAsw014Ch,2761190,,,,,,,,
Antarctic virus 4_II_KPSTAsw015Ch,2761191,,,,,,,,
Antarctic virus 4_II_KPSTAsw016Ch,2761192,,,,,,,,
Antarctic virus 4_II_KPSTAsw017Ch,2761193,,,,,,,,
Antarctic virus 4_II_KPSTAsw018Ch,2761194,,,,,,,,
Antarctic virus 4_II_KPSTAsw019Ch,2761195,,,,,,,,
Antarctic virus 4_I_KPSTAsw002Ad,2761197,,,,,,,,
Antarctic virus 4_I_KPSTAsw008Ad,2761198,,,,,,,,
Antarctic virus 4_I_KPSTAsw009Ad,2761199,,,,,,,,
Antarctic virus 4_I_KPSTAsw010Ad,2761200,,,,,,,,
Antarctic virus 5_I_KPSTAsw001Ad,2761201,,,,,,,,
Antarctic virus 5_I_KPSTAsw002Ad,2761202,,,,,,,,
Antarctic virus 5_I_KPSTAsw004Ad,2761203,,,,,,,,
Antarctic virus 5_I_KPSTAsw008Ad,2761204,,,,,,,,
Antarctic virus 5_I_KPSTAsw009Ad,2761205,,,,,,,,
Antarctic virus 5_I_KPSTAsw018Ch,2761206,,,,,,,,
Antarctic virus 5_I_KPSTAsw020Ch,2761207,,,,,,,,
Pacific black duck adeno-associated virus,2759417,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Pacific black duck chaphamaparvovirus 1,2759407,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Pacific black duck chaphamaparvovirus,2759406,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Pacific black duck aveparvovirus,2759420,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Chestnut teal chaphamaparvovirus 1,2759403,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chestnut teal chaphamaparvovirus 2,2759404,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chestnut teal chaphamaparvovirus 3,2759405,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chestnut teal chaphamaparvovirus,2759402,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Wood duck chaphamaparvovirus,2759604,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Grey teal chaphamaparvovirus,2759408,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chestnut teal aalivirus,2759411,Picornavirales,Picornaviridae,Aalivirus,0.0,1.0,0.0,0.0,1.0
Chestnut teal megrivirus,2759413,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Chestnut teal sicinivirus-like virus,2759416,Picornavirales,Picornaviridae,Sicinivirus,0.0,1.0,0.0,0.0,1.0
Pacific black duck sicinivirus-like virus,2759415,Picornavirales,Picornaviridae,Sicinivirus,0.0,1.0,0.0,0.0,1.0
Pacific black duck aalivirus,2759412,Picornavirales,Picornaviridae,Aalivirus,0.0,1.0,0.0,0.0,1.0
Pacific black duck anativirus-like virus,2759419,Picornavirales,Picornaviridae,Anativirus,0.0,1.0,0.0,0.0,1.0
Pacific black duck megrivirus,2592492,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Wood duck megrivirus,2759414,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Adenoviridae sp.,2558248,Rowavirales,Adenoviridae,,0.0,0.0,1.0,0.0,1.0
Retroviridae sp.,2681591,Ortervirales,Retroviridae,,0.0,0.0,1.0,0.0,1.0
Duck hepacivirus,2590836,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus 1130,2744857,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Owl adenovirus Aichi10341,2728828,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Chicken circovirus 2,2735304,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Chicken circovirus 3,2735305,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Psittacine siadenovirus 1,2737672,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Onychoprion fuscatus alphaherpesvirus 1,2737701,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Corvid orthoreovirus,2737667,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Chatham orthoreovirus,2737666,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Psittacid herpesvirus 3,240876,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Japanese cormorant/Yamanashi/2017,2734904,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Japanese cormorant/Yamanashi/2019,2734905,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Circoviridae sp.,1954248,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Hepeviridae sp.,2715178,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Weivirus-like virus sp.,2715103,,,,,,,,
Parvovirus NIH-CQV,1341019,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Chapparvovirus sp.,2448649,Piccovirales,Parvoviridae,Chapparvovirus,1.0,0.0,0.0,0.0,1.0
Phlebovirus toscanaense,3052686,Bunyavirales,Phenuiviridae,Phlebovirus,0.0,0.0,1.0,0.0,1.0
Gentoo penguin virus,2707191,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Shackleton virus,2707265,,,,,,,,
Amundsen virus,2707192,,,,,,,,
Wendell virus,2707281,,,,,,,,
Oates virus,2707247,,,,,,,,
Scott virus,2707261,,,,,,,,
Ross virus,2707258,,,,,,,,
Shirase virus,2707267,,,,,,,,
Mawson virus,2707241,,,,,,,,
Wilkes virus,2707282,,,,,,,,
Hilary virus,2707225,,,,,,,,
Schouten virus,2707260,,,,,,,,
Gerritsz virus,2707222,,,,,,,,
Tyabin virus,2707276,,,,,,,,
Driatsky virus,2707213,,,,,,,,
Mott virus,2707244,,,,,,,,
Somov virus,2707269,,,,,,,,
Rymill virus,2707259,,,,,,,,
Ellsworth virus,2707217,,,,,,,,
Nordenskjold virus,2707245,,,,,,,,
Smith virus,2707268,,,,,,,,
Halley virus,2707223,,,,,,,,
Vespucci virus,2707279,,,,,,,,
Kagge virus,2707226,,,,,,,,
Raina virus,2707255,,,,,,,,
Stroud virus,2707270,,,,,,,,
Petrov virus,2707251,,,,,,,,
Maksutov virus,2707239,,,,,,,,
Dubrovin virus,2707215,,,,,,,,
Treshnikov virus,2707274,,,,,,,,
Luncke virus,2707236,,,,,,,,
Dralkin virus,2707212,,,,,,,,
Tolstikov virus,2707273,,,,,,,,
Tarbeyev virus,2707271,,,,,,,,
Serdyukov virus,2707264,,,,,,,,
Kornilov virus,2707229,,,,,,,,
Sedov virus,2707262,,,,,,,,
Fuchs virus,2707220,,,,,,,,
Bruce virus,2707201,,,,,,,,
Balleny virus,2707195,,,,,,,,
Ptolmey virus,2707254,,,,,,,,
Ui-te-Rangiora virus,2707277,,,,,,,,
de Kerguelen virus,2707286,,,,,,,,
Magellan virus,2707238,,,,,,,,
Coelho virus,2707206,,,,,,,,
Palmer virus,2707250,,,,,,,,
Shelvocke virus,2707266,,,,,,,,
Artemyev virus,2707193,,,,,,,,
Korotkevich virus,2707230,,,,,,,,
Lawrence virus,2707234,,,,,,,,
Krenkel virus,2707231,,,,,,,,
Averyanov virus,2707194,,,,,,,,
Khabarov virus,2707228,,,,,,,,
Bardin virus,2707196,,,,,,,,
Ketchum virus,2707227,,,,,,,,
Mella virus,2707242,,,,,,,,
Cope virus,2707209,,,,,,,,
Cooper virus,2707208,,,,,,,,
Tunzelmann virus,2707275,,,,,,,,
O'Leary virus,2707246,,,,,,,,
Marr virus,2707240,,,,,,,,
Halvorsen virus,2707224,,,,,,,,
Charcot virus,2707204,,,,,,,,
Biscoe virus,2707198,,,,,,,,
le Maire virus,2707290,,,,,,,,
la Roche virus,2707289,,,,,,,,
d'Urville virus,2707283,,,,,,,,
de Lozier virus,2707287,,,,,,,,
Varley virus,2707278,,,,,,,,
Telmo virus,2707272,,,,,,,,
Cook virus,2707207,,,,,,,,
Davis virus,2707210,,,,,,,,
Bransfield virus,2707200,,,,,,,,
Bellingshausen virus,2707197,,,,,,,,
Senko virus,2707263,,,,,,,,
Riiser virus,2707256,,,,,,,,
Christensen virus,2707205,,,,,,,,
Ousland virus,2707249,,,,,,,,
Dryglaski virus,2707214,,,,,,,,
Larsen virus,2707233,,,,,,,,
Borchgrevink virus,2707199,,,,,,,,
de Gerlache virus,2707285,,,,,,,,
Kyst virus,2707232,,,,,,,,
Byrd virus,2707203,,,,,,,,
Filchner virus,2707219,,,,,,,,
Dundee virus,2707216,,,,,,,,
Powell virus,2707253,,,,,,,,
Lazarev virus,2707235,,,,,,,,
de Castilla virus,2707284,,,,,,,,
de Nodal virus,2707288,,,,,,,,
Drake virus,2707211,,,,,,,,
Ostrekin virus,2707248,,,,,,,,
Chicken virus mg4_280,2720902,,,,,,,,
Chicken virus mg4_657,2720903,,,,,,,,
Chicken virus mg4_1578,2720900,,,,,,,,
Chicken virus mg4_2302,2720901,,,,,,,,
Chicken virus mg5_2197,2720905,,,,,,,,
Chicken virus mg5_2676,2720906,,,,,,,,
Chicken virus mg6_2056,2720909,,,,,,,,
Chicken virus mg8_273,2720912,,,,,,,,
Chicken virus mg7_41u,2720910,,,,,,,,
Chicken virus mg5_1345,2720904,,,,,,,,
Chicken virus mg6_1197,2720908,,,,,,,,
Chicken virus mg7_59,2720911,,,,,,,,
Chicken virus mg8_324,2720913,,,,,,,,
Chicken cyclovirus mg4_1122,2720954,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Chicken cyclovirus mg5_2967,2720955,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Chicken cyclovirus mg7_102,2720956,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Chicken genomovirus mg2_75,2720938,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg2_77,2720939,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg4_1107,2720940,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg4_1196,2720943,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg4_1210,2720944,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg4_1259,2720947,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg7_70,2720948,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg7_74,2720950,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg8_416,2720953,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken genomovirus mg2_274u,2720937,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Chicken smacovirus mg2_55,2720957,Cremevirales,Smacoviridae,,0.0,0.0,0.0,0.0,1.0
Chicken smacovirus mg5_1444,2720963,Cremevirales,Smacoviridae,,0.0,0.0,0.0,0.0,1.0
Chicken smacovirus mg6_1052,2720964,Cremevirales,Smacoviridae,,0.0,0.0,0.0,0.0,1.0
Chicken smacovirus mg7_57,2720965,Cremevirales,Smacoviridae,,0.0,0.0,0.0,0.0,1.0
Chicken smacovirus mg8_345,2720967,Cremevirales,Smacoviridae,,0.0,0.0,0.0,0.0,1.0
Sylvia atricapilla herpesvirus,2717890,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Cyanistes caeruleus herpesvirus,2717889,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Duck adenovirus,2233537,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Budgerigar adenovirus 1,608831,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Japanese cormorant/Iwakuni/2017,2582417,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Japanese cormorant/Miyoshi/2017,2582418,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Parvovirus AH0225,2712699,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
RNA virus hoopoe/BBanka01/2015/HUN,2711208,,,,,,,,
Orthoflavivirus loupingi,3048184,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Cyvirus cyprinidallo3,3050271,Herpesvirales,Alloherpesviridae,Cyvirus,0.0,0.0,1.0,0.0,1.0
Chimney swift adenovirus 1,2510842,Rowavirales,Adenoviridae,,0.0,0.0,1.0,0.0,1.0
Pygoscepivirus A,2846013,Picornavirales,Picornaviridae,Pygoscepivirus,0.0,1.0,0.0,0.0,1.0
Duck parvovirus NM4,1962258,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Tropical screech owl adenovirus 1,2691032,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,1.0
Smooth billed ani adenovirus 1,2691031,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Chicken circovirus 4,2682574,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Chicken circovirus 5,2681776,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Magpiepox virus,2670734,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Murine mastadenovirus B,1146873,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Mason Creek virus,2651593,Bunyavirales,Peribunyaviridae,,0.0,1.0,0.0,0.0,1.0
Buffalo Bayou virus,2651592,Bunyavirales,Hantaviridae,Orthohantavirus,0.0,1.0,0.0,0.0,1.0
Bald eagle hepacivirus,2654971,Amarillovirales,Flaviviridae,Hepacivirus,1.0,0.0,0.0,0.0,1.0
Estrildidae adenovirus 2,2609083,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Estrildidae adenovirus 1,2609082,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,1.0
Gouldian finch adenovirus 1,1391178,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Brazilian bird anellovirus type 1,2604331,,Anelloviridae,,0.0,1.0,0.0,0.0,1.0
Brazilian bird anellovirus type 2,2604332,,Anelloviridae,,0.0,1.0,0.0,0.0,1.0
Brazilian bird anellovirus type 3,2604333,,Anelloviridae,,0.0,1.0,0.0,0.0,1.0
Chaphamaparvovirus avian1,3059863,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Dependoparvovirus avian2,3059966,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Norwalk virus,11983,Picornavirales,Caliciviridae,Norovirus,0.0,1.0,0.0,0.0,1.0
Duck calicivirus 2,2605442,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Gull metapneumovirus,2605443,Mononegavirales,Pneumoviridae,Metapneumovirus,0.0,0.0,1.0,0.0,1.0
Gull coronavirus,2605444,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Duck picornavirus duck/FC22/China/2017,2602416,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Red-necked stint avastrovirus,2592512,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Red-necked stint gallivirus,2592516,Picornavirales,Picornaviridae,Gallivirus,0.0,1.0,0.0,0.0,1.0
Red-necked stint Picornavirus B-like,2592520,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avian coronavirus MW05,2724194,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Sharp-tailed sandpiper Picornavirus B-like,2592521,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Red-capped plover megrivirus,2592494,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Grey teal calicivirus,2592487,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Grey teal parvovirus,2592488,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Grey teal picobirnavirus X,2592489,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Grey teal picobirnavirus y,2592491,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Grey teal picobirnavirus Z,2592490,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Australian shelduck avian sapelovirus,2592486,Picornavirales,Picornaviridae,Sapelovirus,0.0,1.0,0.0,0.0,1.0
Hepatitis B virus,10407,Blubervirales,Hepadnaviridae,Orthohepadnavirus,0.0,0.0,1.0,0.0,1.0
Pink-eared duck avastrovirus,2592511,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Pink-eared duck calicivirus II,2592510,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Pink-eared duck calicivirus I,2592509,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Pink-eared duck megrivirus,2592493,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Pink-eared duck picobirnavirus,2592517,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Pink-eared duck picornavirus,2592518,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Salmonella phage DaR-2019a,2571168,,,Felixounavirus,0.0,0.0,0.0,1.0,1.0
Salmonella phage DaR-2019b,2571169,,,Felixounavirus,0.0,0.0,0.0,1.0,1.0
Pernambuco virus,2565395,,,,,,,,
Pernambuco mycovirus 1,2565399,,,,,,,,
Pernambuco nodavirus,2565391,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Ruddy turnstone astrovirus,2565393,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Ruddy turnstone calicivirus,2565394,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Kedah fatal kidney syndrome virus,2576440,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
