,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
436,Alphainfluenzavirus influenzae,Stercorarius lonnbergi,88,88,0,0
437,Avipoxvirus sp.,Anas platyrhynchos,3,3,0,0
438,Alphainfluenzavirus influenzae,Sterna vittata,8,8,0,0
439,Alphainfluenzavirus influenzae,Leucocarbo georgianus,8,8,0,0
440,Gyrovirus chickenanemia,Aves,53,53,0,0
441,Avian astrovirus,Columba livia,2,2,0,2
442,Alphainfluenzavirus influenzae,Buteo buteo,80,80,0,0
443,Alphainfluenzavirus influenzae,Chroicocephalus ridibundus,3748,3748,0,0
444,Alphainfluenzavirus influenzae,Tachybaptus ruficollis,40,40,0,1
445,Alphainfluenzavirus influenzae,Larus michahellis,124,124,0,0
446,Alphainfluenzavirus influenzae,Ardea cinerea,39,39,0,0
447,Alphainfluenzavirus influenzae,Cygnus atratus,74,74,0,0
448,Alphainfluenzavirus influenzae,Pavo cristatus,50,50,0,8
449,Alphainfluenzavirus influenzae,Aythya fuligula,176,176,0,0
450,Alphainfluenzavirus influenzae,Larus cachinnans,8,8,0,0
451,Alphainfluenzavirus influenzae,Columbidae,1333,1333,0,31
452,Orthoavulavirus upoense,Anser cygnoides,4,4,0,4
453,Orthoavulavirus upoense,Anatidae,1,1,0,1
454,Tremovirus A,Gallus gallus,80,80,0,7
455,Orthoflavivirus nilense,Accipiter gentilis,72,72,0,38
456,Orthoflavivirus nilense,Cuculus canorus,1,1,0,0
457,Orthoflavivirus nilense,Rallus aquaticus,1,1,0,0
458,Orthoflavivirus nilense,Garrulus glandarius,11,11,0,2
459,Duck hepatitis B virus,Anatidae,90,90,0,89
460,Alphainfluenzavirus influenzae,Icteridae,40,40,0,0
461,Avian nephritis virus,Gallus gallus,165,165,0,6
462,Avian orthoreovirus,Anas platyrhynchos,263,263,0,94
463,Orthoflavivirus usutuense,Regulus regulus,10,10,0,0
464,Orthoflavivirus usutuense,Acanthis flammea,2,2,0,0
465,Orthoflavivirus usutuense,Turdus merula,522,522,0,104
466,Orthoflavivirus usutuense,Turdus philomelos,12,12,0,1
467,Orthoflavivirus usutuense,Troglodytes troglodytes,1,1,0,0
468,Orthoflavivirus usutuense,Corvus cornix,1,1,0,0
469,Orthoflavivirus usutuense,Actitis hypoleucos,1,1,0,0
470,Orthoflavivirus usutuense,Fringilla coelebs,4,4,0,0
471,Orthoflavivirus usutuense,Garrulus glandarius,4,4,0,0
472,Orthoflavivirus usutuense,Motacilla alba,2,2,0,0
473,Orthoflavivirus usutuense,Sylvia atricapilla,2,2,0,0
474,Orthoflavivirus usutuense,Anas platyrhynchos,5,5,0,0
475,Orthoflavivirus usutuense,Cygnus olor,1,1,0,0
476,Orthoflavivirus usutuense,Anser indicus,2,2,0,0
477,Orthoflavivirus usutuense,Falco subbuteo,1,1,0,0
478,Anatid alphaherpesvirus 2,Anser anser,3,3,0,1
479,Anatid alphaherpesvirus 3,Cygnus atratus,1,1,0,0
480,Alphainfluenzavirus influenzae,Accipitridae,67,67,0,2
481,Alphainfluenzavirus influenzae,Corvus corax,124,124,0,0
482,Chicken proventricular necrosis virus,Gallus gallus,54,54,0,0
483,Chicken proventricular necrosis virus,Cyrtonyx montezumae,1,1,0,0
484,Avihepevirus magniiecur,Gallus gallus,398,398,0,9
485,Ostrich parvovirus,Struthio camelus,4,4,0,4
486,Circovirus goose,Anatidae,86,86,0,85
487,Avihepatovirus A,Anatidae,498,498,0,106
488,Gammapolyomavirus avis,Pyrrhura picta,1,1,0,1
489,Gammapolyomavirus avis,Guaruba guarouba,1,1,0,1
490,Gammapolyomavirus avis,Cacatuidae,1,1,0,1
491,Gammapolyomavirus avis,Eolophus roseicapilla,1,1,0,1
492,Gammapolyomavirus avis,Vini kuhlii,1,1,0,1
493,Gammapolyomavirus avis,Agapornis roseicollis,11,11,0,10
494,Porcine epidemic diarrhea virus,Parabuteo unicinctus,1,1,0,0
495,Porcine epidemic diarrhea virus,Sula variegata,2,2,0,0
496,Alphainfluenzavirus influenzae,Streptopelia,80,80,0,0
497,Alphainfluenzavirus influenzae,Perdicinae,347,347,0,0
498,Alphainfluenzavirus influenzae,Passeridae,72,72,0,0
499,Alphainfluenzavirus influenzae,Phasianinae,559,559,0,32
500,Alphainfluenzavirus influenzae,Galliformes,885,885,0,33
501,Fowl aviadenovirus C,Columbidae,4,4,0,3
502,Alphainfluenzavirus influenzae,Anas carolinensis,4640,4640,0,208
503,Alphainfluenzavirus influenzae,Ardeidae,89,89,0,0
504,Alphainfluenzavirus influenzae,Anas acuta,7171,7171,0,48
505,Alphainfluenzavirus influenzae,Spatula clypeata,3398,3398,0,119
506,Alphainfluenzavirus influenzae,Dromaius novaehollandiae,74,74,0,0
507,Alphainfluenzavirus influenzae,Anas castanea,71,71,0,0
508,Alphainfluenzavirus influenzae,Anas gracilis,254,254,0,0
509,Alphainfluenzavirus influenzae,Anas superciliosa,188,188,0,0
510,Alphainfluenzavirus influenzae,Calidris ruficollis,265,265,0,0
511,Alphainfluenzavirus influenzae,Calidris acuminata,24,24,0,0
512,Alphainfluenzavirus influenzae,Podargus strigoides,16,16,0,0
513,Alphainfluenzavirus influenzae,Procellaria aequinoctialis,24,24,0,0
514,Alphainfluenzavirus influenzae,Megascops choliba,8,8,0,0
515,Alphainfluenzavirus influenzae,Sula leucogaster,8,8,0,0
516,Alphainfluenzavirus influenzae,Numida meleagris,33,33,0,0
517,Alphainfluenzavirus influenzae,Buteogallus urubitinga,8,8,0,0
518,Alphainfluenzavirus influenzae,Sterna hirundo,100,100,0,0
519,Alphainfluenzavirus influenzae,Pluvialis dominica,8,8,0,0
520,Alphainfluenzavirus influenzae,Thalasseus acuflavidus,32,32,0,0
521,Orthoflavivirus bagazaense,Phasianinae,2,2,0,0
522,Alphainfluenzavirus influenzae,Uria aalge,359,359,0,0
523,Alphainfluenzavirus influenzae,Aythya affinis,293,293,0,8
524,Duck sapelovirus,Anatidae,1,1,0,1
525,Avihepatovirus A,Anatinae,69,69,0,3
526,Circovirus pigeon,Columba livia,718,718,0,660
527,Alphainfluenzavirus influenzae,Larus hyperboreus,211,211,0,0
528,Alphainfluenzavirus influenzae,Arenaria interpres,14437,14437,0,72
529,Megrivirus sp.,Columba livia,5,5,0,0
530,Picornaviridae sp.,Columba livia,2,2,0,0
531,Alphainfluenzavirus influenzae,Coturnix sp.,339,339,0,0
532,Circovirus duck,Anatidae,279,279,0,275
533,Tremovirus A,Meleagris gallopavo,3,3,0,0
534,Turkeypox virus,Columbidae,1,1,0,0
535,Alphainfluenzavirus influenzae,Numenius phaeopus,147,147,0,0
536,Picornaviridae sp.,Neophema chrysogaster,1,1,0,1
537,Crucivirus sp.,Neophema chrysogaster,1,1,0,1
538,Circovirus parrot,Neophema chrysogaster,87,87,0,35
539,Tick-associated DNA virus,Neophema chrysogaster,1,1,0,1
540,CRESS DNA virus,Neophema chrysogaster,1,1,0,0
541,Psittaciform aveparvovirus,Neophema chrysogaster,3,3,0,0
542,Tick-associated circular DNA virus,Neophema chrysogaster,3,3,0,3
543,Sewage-associated circular DNA virus,Neophema chrysogaster,1,1,0,0
544,Psittacine siadenovirus F,Neophema chrysogaster,5,5,0,5
545,Circovirus sp.,Neophema chrysogaster,5,5,0,4
546,Cressdnaviricota sp.,Neophema chrysogaster,1,1,0,0
547,Chimeric virus 14,Neophema chrysogaster,1,1,0,0
548,Paramecium bursaria Chlorella virus,Neophema chrysogaster,1,1,0,0
549,Condorpox virus,Vultur gryphus,1,1,0,1
550,Apapanepox virus,Himatione sanguinea,1,1,0,1
551,bar-headed goose anativirus,Anser indicus,1,1,0,1
552,bar-headed goose hepatovirus,Anser indicus,2,2,0,2
553,bar-headed goose megrivirus,Anser indicus,4,4,0,3
554,Alphainfluenzavirus influenzae,Corvus brachyrhynchos,144,144,0,0
555,Avian orthoreovirus,Meleagris gallopavo,595,595,0,96
556,Avian coronavirus,Aves,115,115,0,6
557,Larus ridibundus coronavirus,Chroicocephalus ridibundus,2,2,0,0
558,Anser fabalis coronavirus,Anser fabalis,1,1,0,0
559,Duck-dominant coronavirus,Anser fabalis,1,1,0,0
560,Deltacoronavirus sp.,Anser indicus,1,1,0,0
561,Anser fabalis coronavirus,Anser indicus,2,2,0,0
562,Avian coronavirus,Anser indicus,2,2,0,0
563,Alphainfluenzavirus influenzae,Anas georgica,230,230,0,0
564,Alphainfluenzavirus influenzae,Spatula cyanoptera,17,17,0,0
565,Alphainfluenzavirus influenzae,Cygnus melancoryphus,40,40,0,0
566,Aveparvovirus galliform1,Meleagris gallopavo,114,114,0,8
567,Alphainfluenzavirus influenzae,Anas crecca,2022,2022,0,41
568,Fowl aviadenovirus D,Meleagris gallopavo,3,3,0,0
569,Alphainfluenzavirus influenzae,Branta canadensis,775,775,0,24
570,Alphainfluenzavirus influenzae,Haliaeetus leucocephalus,1228,1228,0,8
571,Alphainfluenzavirus influenzae,Bubo scandiacus,96,96,0,8
572,Alphainfluenzavirus influenzae,Mareca americana,1173,1173,0,71
573,Alphainfluenzavirus influenzae,Ardea herodias,30,30,0,0
574,Alphainfluenzavirus influenzae,Sterna paradisaea,8,8,0,0
575,Alphainfluenzavirus influenzae,Xema sabini,24,24,0,0
576,Alphainfluenzavirus influenzae,Branta hutchinsii,88,88,0,0
577,Alphainfluenzavirus influenzae,Mareca strepera,741,741,0,1
578,Alphainfluenzavirus influenzae,Antigone canadensis,16,16,0,0
579,Alphainfluenzavirus influenzae,Anser caerulescens,1651,1651,0,8
580,Alphainfluenzavirus influenzae,Larus belcheri,83,83,0,0
581,Alphainfluenzavirus influenzae,Leucophaeus pipixcan,208,208,0,10
582,Mardivirus gallidalpha2,Gallus gallus bankiva,1,1,0,0
583,Mardivirus gallidalpha2,Pavo cristatus,2,2,0,0
584,Circovirus parrot,Ara ambiguus,2,2,0,1
585,Alphainfluenzavirus influenzae,Podiceps major,38,38,0,0
586,Goose astrovirus 1,Anatidae,3,3,0,3
587,Duck aviadenovirus B,Anas platyrhynchos,1,1,0,1
588,Alphainfluenzavirus influenzae,Corvus,342,342,0,0
589,Alphainfluenzavirus influenzae,Anser rossii,80,80,0,0
590,Alphainfluenzavirus influenzae,Spatula discors,8817,8817,0,40
591,Avipoxvirus sp.,Prunella modularis,1,1,0,0
592,Paraavulavirus hongkongense,Anatidae,16,16,0,3
593,Alphainfluenzavirus influenzae,Aythya americana,245,245,0,0
594,Alphainfluenzavirus influenzae,Aix sponsa,323,323,0,24
595,Alphainfluenzavirus influenzae,Pelecanus erythrorhynchos,60,60,0,0
596,Alphainfluenzavirus influenzae,Phalacrocorax brasilianus,24,24,0,0
597,Alphainfluenzavirus influenzae,Rissa tridactyla,18,18,0,0
598,Alphainfluenzavirus influenzae,Bubo virginianus,496,496,0,0
599,Alphainfluenzavirus influenzae,Chenonetta jubata,60,60,0,0
600,Paraavulavirus hongkongense,Anser fabalis,3,3,0,1
601,Alphainfluenzavirus influenzae,Amazonetta brasiliensis,8,8,0,0
602,Alphainfluenzavirus influenzae,Anser albifrons,958,958,0,0
603,Alphainfluenzavirus influenzae,Mareca penelope,459,459,0,0
604,Orthoflavivirus usutuense,Strix nebulosa,53,53,0,13
605,Orthoavulavirus javaense,Spilopelia senegalensis,11,11,0,0
606,Torque teno virus,Columba,1,1,0,0
607,Circovirus pigeon,Columba,35,35,0,18
608,Torque teno virus,Spilopelia senegalensis,2,2,0,0
609,Alphainfluenzavirus influenzae,Larus occidentalis,8,8,0,0
610,Alphainfluenzavirus influenzae,Calidris mauri,16,16,0,0
611,Alphainfluenzavirus influenzae,Cathartes aura,70,70,0,0
612,Alphainfluenzavirus influenzae,Turdus merula,16,16,0,0
613,Orthoavulavirus javaense,Corvidae,1,1,0,1
614,Alphainfluenzavirus influenzae,Aythya ferina,111,111,0,1
615,Circovirus pigeon,Corvus corax,1,1,0,1
616,Metapneumovirus avis,Tadorna,3,3,0,3
617,Circovirus duck,Anas rubripes,1,1,0,1
618,Circovirus duck,Anas acuta,1,1,0,1
619,Duck hepatitis B virus,Mareca americana,2,2,0,2
620,Marcaroli circovirus,Mareca americana,12,12,0,12
621,WigFec circovirus 1,Anas diazi,1,1,0,1
622,Marcaroli circovirus,Anas carolinensis,1,1,0,1
623,Spata circovirus,Spatula clypeata,2,2,0,2
624,Paraavulavirus hongkongense,Spatula querquedula,3,3,0,1
625,Paraavulavirus hongkongense,Anas crecca,21,21,0,15
626,Metaavulavirus hongkongense,Anas crecca,11,11,0,11
627,Orthoavulavirus javaense,Phasianus colchicus,7,7,0,2
628,Orthoavulavirus javaense,Anas crecca,44,44,0,17
629,Metaavulavirus hongkongense,Anas platyrhynchos,32,32,0,17
630,Alphainfluenzavirus influenzae,Meleagris,19,19,0,0
631,Alphainfluenzavirus influenzae,Coragyps atratus,544,544,0,0
632,Alphainfluenzavirus influenzae,Cygnus buccinator,8,8,0,0
633,Alphainfluenzavirus influenzae,Lophodytes cucullatus,104,104,0,0
634,Parvovirus phylloscopus5247,Parulidae,1,1,0,0
635,Parvovirus luscinia6815,Turdus migratorius,1,1,0,0
636,Parvovirus phoenicurus4436,Phoenicurus phoenicurus,1,1,0,0
637,Parvovirus phoenicurus12233s2,Phoenicurus phoenicurus,1,1,0,0
638,Parvovirus zapornia4554,Zapornia atra,1,1,0,0
639,Parvovirus laniidae3881,Laniidae,1,1,0,0
640,Parvovirus lanius6615,Laniidae,1,1,0,0
641,Herpesvirus eupittula14478,Eupsittula canicularis,1,1,0,0
642,Parvovirus chrysococcyx3867a,Chrysococcyx basalis,1,1,0,0
643,Parvovirus turdus6774,Turdus,1,1,0,0
644,Adenovirus acanthiza15342,Acanthiza uropygialis,1,1,0,0
645,Parvovirus turdus4154,Turdidae,1,1,0,0
646,Parvovirus phylloscopus5401s2,Parulidae,1,1,0,0
647,Polyomavirus odontophorus5057,Odontophorus gujanensis,1,1,0,1
648,Parvovirus grus5099,Gruidae,1,1,0,0
649,Polyomavirus phylloscopus4853,Parulidae,1,1,0,1
650,Parvovirus anas3568,Anatidae,1,1,0,0
651,Parvovirus sylvia4828,Parulidae,1,1,0,0
652,Parvovirus leiothrix4587,Turdus migratorius,1,1,0,0
653,Parvovirus numida6704,Numida meleagris,1,1,0,0
654,Parvovirus emberiza5140,Emberiza,1,1,0,0
655,Polyomavirus erythrura5304,Chloebia gouldiae,1,1,0,1
656,Parvovirus luscinia5410,Turdus migratorius,1,1,0,0
657,Papillomavirus numida8051,Numida meleagris,1,1,0,0
658,Polyomavirus taeniopygia5555,Taeniopygia castanotis,1,1,0,1
659,Parvovirus zonotrichia4755,Zonotrichia albicollis,1,1,0,0
660,Parvovirus anser6262,Anatidae,1,1,0,0
661,Parvovirus larvivora5808,Turdus migratorius,1,1,0,0
662,Parvovirus grus5877,Gruidae,1,1,0,0
663,Parvovirus chalcites3867,Chrysococcyx basalis,1,1,0,0
664,Parvovirus phoenicopterus3947,Phoenicopterus roseus,1,1,0,0
665,Parvovirus grus5942,Gruidae,1,1,0,0
666,Anellovirus meleagris2358,Meleagris gallopavo,1,1,0,0
667,Parvovirus phoenicurus12233s1,Phoenicurus phoenicurus,1,1,0,0
668,Parvovirus emberiza6660,Emberiza,1,1,0,0
669,Parvovirus anser6071,Anatidae,1,1,0,0
670,Parvovirus anser7825,Anatidae,1,1,0,0
671,Polyomavirus prunella5215,Prunella modularis,1,1,0,1
672,Parvovirus phylloscopus4927,Parulidae,1,1,0,0
673,Anellovirus gallus2670,Gallus gallus,1,1,0,0
674,Meldvirus gallus11737,Gallus gallus,1,1,0,0
675,Papillomavirus luscinia7441,Luscinia svecica,1,1,0,1
676,Parvovirus anser7324,Anatidae,1,1,0,0
677,Polyomavirus saxicola5252a,Saxicola torquatus,1,1,0,1
678,Polyomavirus sericulus5319,Sericulus ardens,1,1,0,1
679,Cressvirus meleagris1922,Meleagris gallopavo,1,1,0,1
680,Parvovirus emberiza7086,Emberiza,1,1,0,0
681,Cressvirus meleagris952,Meleagris gallopavo,1,1,0,1
682,Adintovirus pavo15764,Pavo muticus,1,1,0,0
683,Parvovirus phylloscopus5401s1,Parulidae,1,1,0,0
684,Parvovirus leiothrix3317,Turdus migratorius,1,1,0,0
685,Parvovirus streptopelia4404,Columbidae,1,1,0,0
686,Polyomavirus erythrura5362,Chloebia gouldiae,1,1,0,1
687,Parvovirus emberiza5276,Emberiza,1,1,0,0
688,Parvovirus steptopelia5095,Columbidae,1,1,0,0
689,Polyomavirus pteridophora5384,Pteridophora alberti,1,1,0,1
690,Polyomavirus zonotrichia5422,Zonotrichia albicollis,1,1,0,1
691,Polyomavirus phylloscopus4708,Phylloscopus collybita,1,1,0,1
692,Parvovirus steptopelia4906,Columbidae,1,1,0,0
693,Anellovirus meleagris2399,Meleagris gallopavo,1,1,0,0
694,Parvovirus phasianus6595,Phasianinae,1,1,0,0
695,Psittacine adenovirus 12,Agapornis roseicollis,1,1,0,0
696,Circovirus parrot,Melopsittacus undulatus,134,134,0,50
697,Avian polyomavirus,Melopsittacus undulatus,16,16,0,1
698,Avian orthoreovirus,Aves,108,108,0,11
699,Reticuloendotheliosis virus,Columbidae,5,5,0,3
700,Deltacoronavirus sp.,Larus dominicanus,1,1,0,0
701,Canarypox virus,Serinus canaria,17,17,0,0
702,Circovirus parrot,Platycercus elegans,70,70,0,9
703,Spheniscid alphaherpesvirus 2,Eudyptula minor,1,1,0,0
704,Orthobornavirus alphapsittaciforme,Nymphicus hollandicus,8,8,0,0
705,Circovirus raven,Corvus corax,3,3,0,0
706,Rotavirus A,Columba livia,139,139,0,0
707,Orthoflavivirus nilense,Falco peregrinus,1,1,0,0
708,Calonectris borealis alphaherpesvirus,Calonectris borealis,1,1,0,0
709,Ardenna gravis alphaherpesvirus,Ardenna gravis,1,1,0,0
710,Gyrovirus 2316_26,Mareca americana,1,1,0,1
711,Gyrovirus 2316_32,Mareca americana,1,1,0,1
712,Gyrovirus 2885_18H,Mareca americana,1,1,0,1
713,Gyrovirus 2885_18K,Mareca americana,1,1,0,1
714,Gyrovirus 2885_18L,Mareca americana,1,1,0,1
715,Gyrovirus 2126_10,Anas acuta,1,1,0,1
716,Orthoflavivirus nilense,Anatidae,5,5,0,1
717,Lymphoproliferative disease virus,Meleagris gallopavo,442,442,0,1
718,Orthoavulavirus javaense,Threskiornithidae,2,2,0,1
719,Umatilla virus,Turdus fumigatus,10,10,0,0
720,Umatilla virus,Saltator maximus,10,10,0,0
721,Mardivirus meleagridalpha1,Gallus gallus,1,1,0,0
722,Alphainfluenzavirus influenzae,Cygnus cygnus,257,257,0,0
723,Circovirus parrot,Agapornis,8,8,0,1
724,Circovirus parrot,Nymphicus hollandicus,17,17,0,4
725,Circovirus parrot,Psittacula eupatria,9,9,0,6
726,Goose aviadenovirus A,Anser indicus,21,21,0,0
727,Goose aviadenovirus A,Anser albifrons,20,20,0,0
728,Aviadenovirus sp.,Anser indicus,7,7,0,0
729,Goose aviadenovirus A,Cygnus columbianus,2,2,0,0
730,Aviadenovirus sp.,Numenius arquata,2,2,0,0
731,Siadenovirus sp.,Anser indicus,24,24,0,0
732,Siadenovirus sp.,Anser albifrons,9,9,0,0
733,Siadenovirus sp.,Himantopus himantopus,3,3,0,0
734,Siadenovirus sp.,Chroicocephalus ridibundus,6,6,0,0
735,Aviadenovirus sp.,Aythya nyroca,2,2,0,0
736,Pigeon aviadenovirus A,Falco,2,2,0,0
737,Pigeon aviadenovirus A,Falco peregrinus,1,1,0,0
738,Feral pigeon astrovirus,Columba livia,2,2,0,0
739,Pigeon astrovirus,Columba livia,1,1,0,0
740,Duck aviadenovirus,Anas platyrhynchos,3,3,0,0
741,Aviadenovirus sp.,Recurvirostra avosetta,2,2,0,0
742,Aviadenovirus sp.,Asio flammeus,1,1,0,0
743,Siadenovirus sp.,Phalacrocorax carbo,1,1,0,0
744,Atadenovirus sp.,Phalacrocorax carbo,1,1,0,0
745,Aviadenovirus sp.,Ichthyaetus relictus,2,2,0,0
746,Aviadenovirus sp.,Larus crassirostris,1,1,0,0
747,Aviadenovirus sp.,Chroicocephalus ridibundus,16,16,0,0
748,Skua siadenovirus A,Chroicocephalus ridibundus,2,2,0,0
749,Atadenovirus sp.,Calidris alpina,1,1,0,0
750,Aviadenovirus sp.,Larus fuscus,1,1,0,0
751,Aviadenovirus sp.,Mareca falcata,1,1,0,0
752,Siadenovirus sp.,Numenius arquata,1,1,0,0
753,Atadenovirus sp.,Mareca falcata,1,1,0,0
754,Atadenovirus sp.,Calidris pugnax,1,1,0,0
755,Aviadenovirus sp.,Calidris pugnax,1,1,0,0
756,Atadenovirus sp.,Tringa erythropus,2,2,0,0
757,Aviadenovirus sp.,Charadrius placidus,3,3,0,0
758,Atadenovirus sp.,Charadrius placidus,1,1,0,0
759,Aviadenovirus sp.,Netta rufina,1,1,0,0
760,Aviadenovirus sp.,Pluvialis fulva,1,1,0,0
761,Goose aviadenovirus A,Anser fabalis,2,2,0,0
762,Aviadenovirus sp.,Ardea alba,1,1,0,0
763,Goose aviadenovirus A,Cygnus bewickii,1,1,0,0
764,Siadenovirus sp.,Anser fabalis,3,3,0,0
765,Goose aviadenovirus A,Anser cygnoides,1,1,0,0
766,Aviadenovirus sp.,Anser cygnoides,1,1,0,0
767,Comazfec virus 1,Phalacrocorax auritus,1,1,0,1
768,Comazfec virus 2,Phalacrocorax auritus,1,1,0,1
769,Comazfec virus 3,Phalacrocorax auritus,1,1,0,1
770,Comazfec virus 4,Phalacrocorax auritus,1,1,0,1
771,Comazfec virus 5,Phalacrocorax auritus,1,1,0,1
772,Comazfec virus 6,Phalacrocorax auritus,1,1,0,1
773,Comazfec virus 7,Phalacrocorax auritus,1,1,0,1
774,Comazfec virus 8,Phalacrocorax auritus,1,1,0,1
775,Comazfec virus 9,Phalacrocorax auritus,1,1,0,1
776,Comazfec virus 10,Phalacrocorax auritus,1,1,0,1
777,Comazfec virus 11,Phalacrocorax auritus,1,1,0,1
778,Comazfec virus 12,Phalacrocorax auritus,1,1,0,1
779,Comazfec virus 13,Phalacrocorax auritus,1,1,0,1
780,Comazfec virus 14,Phalacrocorax auritus,1,1,0,1
781,Comazfec virus 15,Phalacrocorax auritus,1,1,0,1
782,Comazfec virus 16,Phalacrocorax auritus,1,1,0,1
783,Comazfec virus 17,Phalacrocorax auritus,1,1,0,1
784,Malazfec virus 1,Anas platyrhynchos,1,1,0,1
785,Malazfec virus 9,Anas platyrhynchos,1,1,0,1
786,Malazfec virus 10,Anas platyrhynchos,1,1,0,1
787,Malazfec virus 11,Anas platyrhynchos,1,1,0,1
788,Malazfec virus 12,Anas platyrhynchos,1,1,0,1
789,Malazfec virus 13,Anas platyrhynchos,1,1,0,1
790,Malazfec virus 14,Anas platyrhynchos,1,1,0,1
791,Malazfec virus 15,Anas platyrhynchos,1,1,0,1
792,Malazfec virus 16,Anas platyrhynchos,1,1,0,1
793,Malazfec virus 17,Anas platyrhynchos,1,1,0,1
794,Malazfec virus 18,Anas platyrhynchos,1,1,0,1
795,Malazfec virus 19,Anas platyrhynchos,1,1,0,1
796,Malazfec virus 20,Anas platyrhynchos,1,1,0,1
797,Malazfec virus 21,Anas platyrhynchos,1,1,0,1
798,Malazfec virus 22,Anas platyrhynchos,1,1,0,1
799,Malazfec virus 23,Anas platyrhynchos,1,1,0,1
800,Malazfec virus 24,Anas platyrhynchos,1,1,0,1
801,Malazfec virus 25,Anas platyrhynchos,1,1,0,1
802,Avian orthoreovirus,Tadorna,2,2,0,0
803,Alphainfluenzavirus influenzae,Calidris alpina,122,122,0,0
804,Alphainfluenzavirus influenzae,Numididae,833,833,0,26
805,Alphainfluenzavirus influenzae,Anas rubripes,2395,2395,0,0
806,Short beak and dwarfism syndrome virus,Anatinae,1,1,0,1
807,Gammapolyomavirus avis,Anodorhynchus hyacinthinus,1,1,0,0
808,Gammapolyomavirus avis,Ara chloropterus,3,3,0,1
809,Gammapolyomavirus avis,Psittacula krameri,14,14,0,7
810,Gammapolyomavirus avis,Amazona aestiva,7,7,0,0
811,Alphainfluenzavirus influenzae,Fulica,63,63,0,0
812,Alphainfluenzavirus influenzae,Larus smithsonianus,77,77,0,0
813,Alphainfluenzavirus influenzae,Leucophaeus atricilla,762,762,0,0
814,Alphainfluenzavirus influenzae,Calidris pusilla,276,276,0,0
815,Alphainfluenzavirus influenzae,Limnodromus griseus,8,8,0,0
816,Fowl aviadenovirus C,Anatidae,29,29,0,8
817,Orthoflavivirus nilense,Corvidae,57,57,0,13
818,Orthoflavivirus nilense,Corvus,52,52,0,12
819,Orthoflavivirus nilense,Strigidae,5,5,0,1
820,Orthoflavivirus nilense,Columbidae,7,7,0,2
821,Orthoflavivirus usutuense,Sturnus vulgaris,6,6,0,2
822,Orthoflavivirus usutuense,Columbidae,1,1,0,0
823,Orthoavulavirus javaense,Meleagris gallopavo,71,71,0,2
824,Orthoavulavirus javaense,Falco tinnunculus,9,9,0,0
825,Orthoavulavirus javaense,Athene noctua,5,5,0,0
826,Avipoxvirus sp.,Phoenicopterus ruber,1,1,0,0
827,Avipoxvirus sp.,Gallus gallus,70,70,0,0
828,Avipoxvirus sp.,Fratercula,1,1,0,0
829,Avipoxvirus sp.,Serinus canaria,5,5,0,0
830,Avipoxvirus sp.,Turdus merula,1,1,0,0
831,Avipoxvirus sp.,Spheniscidae,1,1,0,0
832,Swan goose coronavirus,Anser cygnoides,1,1,0,1
833,Avian orthoreovirus,Cairina moschata,190,190,0,59
834,,Anatidae,2,2,0,0
835,Orthoflavivirus bagazaense,Pica pica,1,1,0,0
836,Alphainfluenzavirus influenzae,Strigidae,19,19,0,0
837,Alphainfluenzavirus influenzae,Gyps fulvus,98,98,0,0
838,Avian orthoreovirus,Anas carolinensis,5,5,0,0
839,Dependoparvovirus anseriform1,Anas carolinensis,4,4,0,0
