,Organism Name,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
314,Microbacterium phage P8_2022_SA,Microbacterium phage P8_2022_SA,Gallus gallus,1,1,0,0
315,Duck reovirus,Avian orthoreovirus,Anatidae,132,132,0,44
316,avian paramyxovirus 1,Orthoavulavirus javaense,Falco,4,4,0,0
317,avian paramyxovirus 1,Orthoavulavirus javaense,Pelecanidae,1,1,0,0
318,Pigeon paramyxovirus 1,Orthoavulavirus javaense,Columba livia,41,41,0,0
319,Pigeon gyrovirus,Pigeon gyrovirus,Columbidae,4,4,0,0
320,Gyrovirus chickenanemia,Gyrovirus chickenanemia,Columbidae,5,5,0,0
321,Gyrovirus galga1,Gyrovirus galga1,Columbidae,5,5,0,0
322,Gyrovirus homsa3,Gyrovirus homsa3,Columbidae,5,5,0,0
323,Parrot bornavirus 4,Orthobornavirus alphapsittaciforme,Eclectus roratus,18,18,0,0
324,Parrot bornavirus 4,Orthobornavirus alphapsittaciforme,Cacatua moluccensis,10,10,0,0
325,Parrot bornavirus 5,Orthobornavirus betapsittaciforme,Cacatua moluccensis,1,1,0,0
326,Parrot bornavirus 2,Orthobornavirus alphapsittaciforme,Cacatua moluccensis,12,12,0,0
327,Parrot bornavirus 4,Orthobornavirus alphapsittaciforme,Diopsittaca nobilis,9,9,0,0
328,Parrot bornavirus 4,Orthobornavirus alphapsittaciforme,Aratinga solstitialis,45,45,0,1
329,Fowl adenovirus 8b,Fowl aviadenovirus E,Gallus gallus,93,93,0,8
330,Goose parvovirus,Dependoparvovirus anseriform1,Anatidae,150,150,0,41
331,Fowl aviadenovirus A,Fowl aviadenovirus A,Gallus gallus,131,131,0,39
332,Burhinus oedicnemus herpesvirus,Burhinus oedicnemus herpesvirus,Burhinus oedicnemus,1,1,0,0
333,Pigeon circovirus,Circovirus pigeon,Columbidae,211,211,0,147
334,Pigeon adenovirus,Pigeon adenovirus,Columbidae,1,1,0,0
335,Fowl aviadenovirus D,Fowl aviadenovirus D,Gallus gallus,558,558,0,65
336,Goose reovirus,Avian orthoreovirus,Anatidae,45,45,0,20
337,Avian metapneumovirus type B,Metapneumovirus avis,Meleagris gallopavo,4,4,0,2
338,avian paramyxovirus 1,Orthoavulavirus javaense,Aves,31,31,0,1
339,Java sparrow circovirus,Java sparrow circovirus,Lonchura oryzivora,1,1,0,0
340,Red-fronted serin circovirus,Red-fronted serin circovirus,Serinus pusillus,1,1,0,0
341,Hawfinch circovirus,Hawfinch circovirus,Coccothraustes coccothraustes,1,1,0,0
342,Gouldian finch circovirus,Gouldian finch circovirus,Chloebia gouldiae,2,2,0,0
343,Crow circovirus,Crow circovirus,Corvus cornix,2,2,0,0
344,Magpie circovirus,Magpie circovirus,Pica pica,1,1,0,0
345,European goldfinch circovirus,European goldfinch circovirus,Carduelis carduelis caniceps,2,2,0,0
346,Purple grenadier circovirus,Purple grenadier circovirus,Granatina ianthinogaster,1,1,0,0
347,Bengalese munia circovirus,Bengalese munia circovirus,Lonchura striata,2,2,0,0
348,White-rumped seedeater circovirus,White-rumped seedeater circovirus,Crithagra leucopygia,1,1,0,0
349,Common grenadier circovirus,Common grenadier circovirus,Granatina granatina,1,1,0,0
350,Common bullfinch circovirus,Common bullfinch circovirus,Pyrrhula pyrrhula,1,1,0,0
351,Eurasian blackcap circovirus,Eurasian blackcap circovirus,Sylvia atricapilla,1,1,0,0
352,Common crossbill circovirus,Common crossbill circovirus,Loxia curvirostra,1,1,0,0
353,Yellow-fronted canary circovirus,Yellow-fronted canary circovirus,Crithagra mozambica,1,1,0,0
354,Common blackbird circovirus,Common blackbird circovirus,Turdus merula,1,1,0,0
355,Common starling circovirus,Common starling circovirus,Sturnus vulgaris,1,1,0,0
356,Eurasian jay circovirus,Eurasian jay circovirus,Garrulus glandarius,1,1,0,0
357,Western jackdaw circovirus,Western jackdaw circovirus,Coloeus monedula,1,1,0,0
358,Mynah circovirus,Mynah circovirus,Gracula religiosa,1,1,0,0
359,Lavender waxbill polyomavirus,Lavender waxbill polyomavirus,Glaucestrilda caerulescens,1,1,0,0
360,Goose astrovirus,Goose astrovirus,Anatidae,225,225,0,135
361,Influenza A virus,Alphainfluenzavirus influenzae,Sterna hirundinacea,32,32,0,0
362,Influenza A virus,Alphainfluenzavirus influenzae,Thalasseus maximus,112,112,0,0
363,Influenza A virus,Alphainfluenzavirus influenzae,Streptopelia decaocto,16,16,0,0
364,Influenza A virus,Alphainfluenzavirus influenzae,Passer domesticus,27,27,0,0
365,avian paramyxovirus 1,Orthoavulavirus javaense,Psittacidae,1,1,0,0
366,Influenza A virus,Alphainfluenzavirus influenzae,Anas platyrhynchos,13135,13135,0,8
367,Influenza A virus,Alphainfluenzavirus influenzae,Cairina moschata,2348,2348,0,0
368,Influenza A virus,Alphainfluenzavirus influenzae,Theristicus caudatus,8,8,0,0
369,Fowlpox virus,Fowlpox virus,Gallus gallus,297,297,0,15
370,Pigeonpox virus,Pigeonpox virus,Columbidae,79,79,0,0
371,Duck adenovirus 1,Duck atadenovirus A,Nymphicus hollandicus,2,2,0,0
372,Duck adenovirus 1,Duck atadenovirus A,Psittacula krameri,2,2,0,0
373,Duck adenovirus 1,Duck atadenovirus A,Agapornis roseicollis,2,2,0,0
374,Duck adenovirus 1,Duck atadenovirus A,Cyanoramphus novaezelandiae,1,1,0,0
375,Atadenovirus sp.,Atadenovirus sp.,Cyanoramphus novaezelandiae,2,2,0,0
376,Aviadenovirus sp.,Aviadenovirus sp.,Cyanoramphus novaezelandiae,1,1,0,0
377,Psittacine adenovirus 2,Psittacine adenovirus 2,Cyanoramphus novaezelandiae,46,46,0,0
378,Psittacine adenovirus 2,Psittacine adenovirus 2,Nymphicus hollandicus,6,6,0,0
379,Psittacine adenovirus 2,Psittacine adenovirus 2,Psittacula krameri,1,1,0,0
380,Psittacine adenovirus 2,Psittacine adenovirus 2,Agapornis roseicollis,6,6,0,0
381,Psittacine adenovirus 2,Psittacine adenovirus 2,Psephotellus dissimilis,3,3,0,0
382,Psittacine adenovirus 2,Psittacine adenovirus 2,Psephotus haematonotus,1,1,0,0
383,Psittacine adenovirus 2,Psittacine adenovirus 2,Neopsephotus bourkii,2,2,0,1
384,Psittacine adenovirus 5,Psittacine siadenovirus D,Agapornis roseicollis,2,2,0,0
385,Siadenovirus sp.,Siadenovirus sp.,Psephotus haematonotus,2,2,0,0
386,Siadenovirus sp.,Siadenovirus sp.,Neopsephotus bourkii,1,1,0,0
387,Duck astrovirus 3,Duck astrovirus 3,Anatidae,6,6,0,0
388,Fowl aviadenovirus 11,Fowl aviadenovirus D,Gallus gallus,77,77,0,1
389,Influenza A virus,Alphainfluenzavirus influenzae,Stercorarius chilensis,5,5,0,0
390,Duck hepatitis virus 3,Duck hepatitis virus 3,Anas platyrhynchos,1,1,0,0
391,Sindbis virus,Sindbis virus,Erithacus rubecula,1,1,0,0
392,Avian coronavirus,Avian coronavirus,Gallus gallus,1128,1128,0,44
393,Gammapolyomavirus avis,Gammapolyomavirus avis,Eclectus roratus,22,22,0,3
394,Influenza A virus,Alphainfluenzavirus influenzae,Buteo jamaicensis,444,444,0,0
395,Influenza A virus,Alphainfluenzavirus influenzae,Podiceps auritus,56,56,0,0
396,Influenza A virus,Alphainfluenzavirus influenzae,Calidris alba,567,567,0,0
397,Influenza A virus,Alphainfluenzavirus influenzae,Falco peregrinus,106,106,0,0
398,Influenza A virus,Alphainfluenzavirus influenzae,Calidris canutus,445,445,0,0
399,Orthoavulavirus javaense,Orthoavulavirus javaense,Columbidae,2,2,0,0
400,Orthoavulavirus javaense,Orthoavulavirus javaense,Gallus gallus,3,3,0,0
401,Influenza A virus,Alphainfluenzavirus influenzae,Anas sp.,4795,4795,0,0
402,Goose parvovirus,Dependoparvovirus anseriform1,Anas platyrhynchos,78,78,0,25
403,avihepatovirus A1,Avihepatovirus A,Cairina moschata,2,2,0,1
404,Infectious bursal disease virus,Avibirnavirus gumboroense,Aves,147,147,0,0
405,Influenza A virus,Alphainfluenzavirus influenzae,Enicognathus leptorhynchus,6,6,0,0
406,Beak and feather disease virus,Circovirus parrot,Agapornis roseicollis,105,105,0,77
407,avian metapneumovirus,Metapneumovirus avis,Gallus gallus,106,106,0,14
408,Fowlpox virus,Fowlpox virus,Meleagris gallopavo,100,100,0,0
409,Influenza A virus,Alphainfluenzavirus influenzae,Stercorarius maccormicki,48,48,0,0
410,Influenza A virus,Alphainfluenzavirus influenzae,Spheniscus humboldti,26,26,0,0
411,Influenza A virus,Alphainfluenzavirus influenzae,Sula variegata,134,134,0,0
412,Influenza A virus,Alphainfluenzavirus influenzae,Leucophaeus modestus,55,55,0,0
413,Influenza A virus,Alphainfluenzavirus influenzae,Meleagris gallopavo,5533,5533,0,0
414,Influenza A virus,Alphainfluenzavirus influenzae,Larus dominicanus,424,424,0,0
415,Influenza A virus,Alphainfluenzavirus influenzae,Larus,48,48,0,0
416,avian metapneumovirus,Metapneumovirus avis,Meleagris gallopavo,18,18,0,5
417,Influenza A virus,Alphainfluenzavirus influenzae,Pelecanus,225,225,0,0
418,Influenza A virus,Alphainfluenzavirus influenzae,Larosterna inca,51,51,0,0
419,Influenza A virus,Alphainfluenzavirus influenzae,Anas flavirostris,207,207,0,0
420,Goose parvovirus,Dependoparvovirus anseriform1,Cairina moschata,18,18,0,6
421,Gammapolyomavirus avis,Gammapolyomavirus avis,Agapornis,6,6,0,0
422,Gammapolyomavirus avis,Gammapolyomavirus avis,Pyrrhura molinae,9,9,0,0
423,Reticuloendotheliosis virus,Reticuloendotheliosis virus,Anas platyrhynchos,8,8,0,1
424,Influenza A virus,Alphainfluenzavirus influenzae,Leucocarbo bougainvillii,48,48,0,0
425,avian paramyxovirus 1,Orthoavulavirus javaense,Phasianidae,3,3,0,0
426,Siadenovirus sp.,Siadenovirus sp.,Pygoscelis papua,10,10,0,0
427,Siadenovirus sp.,Siadenovirus sp.,Pygoscelis antarcticus,3,3,0,0
428,Avian coronavirus,Avian coronavirus,Anas platyrhynchos,143,143,0,0
429,Avian coronavirus,Avian coronavirus,Mergellus albellus,1,1,0,0
430,Influenza A virus,Alphainfluenzavirus influenzae,Aves,1040,1040,0,0
431,Bagaza virus,Orthoflavivirus bagazaense,Alectoris rufa,34,34,0,10
432,Deltacoronavirus sp.,Deltacoronavirus sp.,Chroicocephalus ridibundus,13,13,0,4
433,Chicken parvovirus,Aveparvovirus galliform1,Gallus gallus,228,228,0,40
434,Aviadenovirus hydropericardii,Aviadenovirus hydropericardii,Gallus gallus,1,1,0,1
435,Buldecovirus sp.,Buldecovirus sp.,Parabuteo unicinctus,1,1,0,0
436,Duck coronavirus,Avian coronavirus,Pelecanus thagus,2,2,0,0
437,Fowl aviadenovirus 4,Fowl aviadenovirus C,Gallus gallus,290,290,0,42
438,Gammapolyomavirus avis,Gammapolyomavirus avis,Psittacidae,11,11,0,2
439,Gammapolyomavirus avis,Gammapolyomavirus avis,Agapornis fischeri,8,8,0,7
440,Duck hepatitis A virus 3,Avihepatovirus A,Anas platyrhynchos,7,7,0,1
441,Fowl adenovirus,Fowl adenovirus,Gallus gallus,604,604,0,4
442,Influenza A virus,Alphainfluenzavirus influenzae,Picidae,8,8,0,0
443,Avian rotavirus A,Rotavirus A,Gallus gallus,183,183,0,0
444,Influenza A virus,Alphainfluenzavirus influenzae,Anser sp.,59,59,0,0
445,Fowl aviadenovirus E,Fowl aviadenovirus E,Phasianidae,1,1,0,0
446,Influenza A virus,Alphainfluenzavirus influenzae,Turdus migratorius,16,16,0,0
447,Avian avastrovirus 4,Avian avastrovirus 4,Mareca falcata,1,1,0,1
448,Fowl adenovirus 8b,Fowl aviadenovirus E,Anatidae,2,2,0,0
449,Gammapolyomavirus avis,Gammapolyomavirus avis,Myiopsitta monachus,3,3,0,3
450,Gammapolyomavirus avis,Gammapolyomavirus avis,Pionites leucogaster,2,2,0,1
451,Gammapolyomavirus avis,Gammapolyomavirus avis,Pionites melanocephalus,4,4,0,4
452,Influenza A virus,Alphainfluenzavirus influenzae,Cygnus olor,210,210,0,0
453,Influenza A virus,Alphainfluenzavirus influenzae,Spatula querquedula,97,97,0,0
454,Influenza A virus,Alphainfluenzavirus influenzae,Coturnix coturnix,25,25,0,0
455,Avian leukosis virus-J,Avian leukosis virus,Gallus gallus,2,2,0,0
456,Turkey adenovirus 3,Turkey siadenovirus A,Meleagris gallopavo,141,141,0,10
457,Influenza A virus,Alphainfluenzavirus influenzae,Stercorarius lonnbergi,80,80,0,0
458,Avipoxvirus sp.,Avipoxvirus sp.,Anas platyrhynchos,3,3,0,0
459,Influenza A virus,Alphainfluenzavirus influenzae,Sterna vittata,8,8,0,0
460,Influenza A virus,Alphainfluenzavirus influenzae,Leucocarbo georgianus,8,8,0,0
461,Chicken anemia virus,Gyrovirus chickenanemia,Aves,53,53,0,0
462,Avian astrovirus,Avian astrovirus,Columba livia,2,2,0,2
463,Influenza A virus,Alphainfluenzavirus influenzae,Buteo buteo,64,64,0,0
464,Influenza A virus,Alphainfluenzavirus influenzae,Chroicocephalus ridibundus,147,147,0,0
465,Influenza A virus,Alphainfluenzavirus influenzae,Tachybaptus ruficollis,24,24,0,0
466,Influenza A virus,Alphainfluenzavirus influenzae,Larus michahellis,24,24,0,0
467,Influenza A virus,Alphainfluenzavirus influenzae,Ardea cinerea,11,11,0,0
468,Influenza A virus,Alphainfluenzavirus influenzae,Cygnus atratus,18,18,0,0
469,Influenza A virus,Alphainfluenzavirus influenzae,Pavo cristatus,32,32,0,0
470,Influenza A virus,Alphainfluenzavirus influenzae,Aythya fuligula,62,62,0,0
471,Influenza A virus,Alphainfluenzavirus influenzae,Larus cachinnans,8,8,0,0
472,Influenza A virus,Alphainfluenzavirus influenzae,Columbidae,554,554,0,0
473,avian paramyxovirus 16,Orthoavulavirus upoense,Anser cygnoides,4,4,0,4
474,avian paramyxovirus 16,Orthoavulavirus upoense,Anatidae,1,1,0,1
475,tremovirus A1,Tremovirus A,Gallus gallus,38,38,0,6
476,West Nile virus,Orthoflavivirus nilense,Accipiter gentilis,72,72,0,38
477,West Nile virus,Orthoflavivirus nilense,Cuculus canorus,1,1,0,0
478,West Nile virus,Orthoflavivirus nilense,Rallus aquaticus,1,1,0,0
479,West Nile virus,Orthoflavivirus nilense,Garrulus glandarius,11,11,0,2
480,Duck hepatitis B virus,Duck hepatitis B virus,Anatidae,90,90,0,89
481,Chaphamaparvovirus galliform2,Chaphamaparvovirus galliform2,Gallus gallus,2,2,0,0
482,Chaphamaparvovirus galliform1,Chaphamaparvovirus galliform1,Meleagris gallopavo,2,2,0,0
483,Influenza A virus,Alphainfluenzavirus influenzae,Icteridae,40,40,0,0
484,Avian nephritis virus,Avian nephritis virus,Gallus gallus,165,165,0,6
485,Duck reovirus,Avian orthoreovirus,Anas platyrhynchos,189,189,0,75
486,Usutu virus,Orthoflavivirus usutuense,Regulus regulus,10,10,0,0
487,Usutu virus,Orthoflavivirus usutuense,Acanthis flammea,2,2,0,0
488,Usutu virus,Orthoflavivirus usutuense,Turdus merula,522,522,0,104
489,Usutu virus,Orthoflavivirus usutuense,Turdus philomelos,12,12,0,1
490,Usutu virus,Orthoflavivirus usutuense,Troglodytes troglodytes,1,1,0,0
491,Usutu virus,Orthoflavivirus usutuense,Corvus cornix,1,1,0,0
492,Usutu virus,Orthoflavivirus usutuense,Actitis hypoleucos,1,1,0,0
493,Usutu virus,Orthoflavivirus usutuense,Fringilla coelebs,4,4,0,0
494,Usutu virus,Orthoflavivirus usutuense,Garrulus glandarius,4,4,0,0
495,Usutu virus,Orthoflavivirus usutuense,Motacilla alba,2,2,0,0
496,Usutu virus,Orthoflavivirus usutuense,Sylvia atricapilla,2,2,0,0
497,Usutu virus,Orthoflavivirus usutuense,Anas platyrhynchos,5,5,0,0
498,Usutu virus,Orthoflavivirus usutuense,Cygnus olor,1,1,0,0
499,Usutu virus,Orthoflavivirus usutuense,Anser indicus,2,2,0,0
500,Usutu virus,Orthoflavivirus usutuense,Falco subbuteo,1,1,0,0
501,Pigeon paramyxovirus 1,Orthoavulavirus javaense,Columbidae,234,234,0,85
502,Iltovirus gallidalpha1,Iltovirus gallidalpha1,Gallus gallus,2,2,0,0
503,Anatid alphaherpesvirus 2,Anatid alphaherpesvirus 2,Anser anser,3,3,0,1
504,Anatid alphaherpesvirus 3,Anatid alphaherpesvirus 3,Cygnus atratus,1,1,0,0
505,Avian leukosis virus ev/J,Avian leukosis virus,Gallus gallus,34,34,0,6
506,Influenza A virus,Alphainfluenzavirus influenzae,Accipitridae,49,49,0,0
507,Influenza A virus,Alphainfluenzavirus influenzae,Corvus corax,124,124,0,0
508,Chicken proventricular necrosis virus,Chicken proventricular necrosis virus,Gallus gallus,54,54,0,0
509,Chicken proventricular necrosis virus,Chicken proventricular necrosis virus,Cyrtonyx montezumae,1,1,0,0
510,Avian hepatitis E virus,Avihepevirus magniiecur,Gallus gallus,289,289,0,7
511,Ostrich parvovirus,Ostrich parvovirus,Struthio camelus,4,4,0,4
512,Goose circovirus,Circovirus goose,Anatidae,86,86,0,85
513,Duck hepatitis A virus 3,Avihepatovirus A,Anatidae,172,172,0,25
514,Gammapolyomavirus avis,Gammapolyomavirus avis,Pyrrhura picta,1,1,0,1
515,Gammapolyomavirus avis,Gammapolyomavirus avis,Guaruba guarouba,1,1,0,1
516,Gammapolyomavirus avis,Gammapolyomavirus avis,Cacatuidae,1,1,0,1
517,Gammapolyomavirus avis,Gammapolyomavirus avis,Eolophus roseicapilla,1,1,0,1
518,Gammapolyomavirus avis,Gammapolyomavirus avis,Vini kuhlii,1,1,0,1
519,Gammapolyomavirus avis,Gammapolyomavirus avis,Agapornis roseicollis,11,11,0,10
520,anatid alphaherpesvirus 1,Mardivirus anatidalpha1,Anatidae,14,14,0,5
521,Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus,Parabuteo unicinctus,1,1,0,0
522,Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus,Sula variegata,2,2,0,0
523,avihepatovirus A1,Avihepatovirus A,Anatidae,5,5,0,0
524,Influenza A virus,Alphainfluenzavirus influenzae,Streptopelia,8,8,0,0
525,Influenza A virus,Alphainfluenzavirus influenzae,Perdicinae,32,32,0,0
526,Influenza A virus,Alphainfluenzavirus influenzae,Passeridae,40,40,0,0
527,Influenza A virus,Alphainfluenzavirus influenzae,Phasianinae,148,148,0,0
528,Influenza A virus,Alphainfluenzavirus influenzae,Galliformes,103,103,0,0
529,Fowl aviadenovirus C,Fowl aviadenovirus C,Columbidae,2,2,0,2
530,Avihepevirus magniiecur,Avihepevirus magniiecur,Gallus gallus,109,109,0,2
531,Influenza A virus,Alphainfluenzavirus influenzae,Anas carolinensis,1160,1160,0,0
532,Influenza A virus,Alphainfluenzavirus influenzae,Ardeidae,40,40,0,0
533,Influenza A virus,Alphainfluenzavirus influenzae,Anas acuta,1254,1254,0,0
534,Influenza A virus,Alphainfluenzavirus influenzae,Spatula clypeata,566,566,0,0
535,Influenza A virus,Alphainfluenzavirus influenzae,Dromaius novaehollandiae,31,31,0,0
536,Influenza A virus,Alphainfluenzavirus influenzae,Anas castanea,63,63,0,0
537,Influenza A virus,Alphainfluenzavirus influenzae,Anas gracilis,238,238,0,0
538,Influenza A virus,Alphainfluenzavirus influenzae,Anas superciliosa,147,147,0,0
539,Influenza A virus,Alphainfluenzavirus influenzae,Calidris ruficollis,131,131,0,0
540,Influenza A virus,Alphainfluenzavirus influenzae,Calidris acuminata,8,8,0,0
541,Influenza A virus,Alphainfluenzavirus influenzae,Podargus strigoides,16,16,0,0
542,Influenza A virus,Alphainfluenzavirus influenzae,Procellaria aequinoctialis,24,24,0,0
543,Influenza A virus,Alphainfluenzavirus influenzae,Megascops choliba,8,8,0,0
544,Influenza A virus,Alphainfluenzavirus influenzae,Sula leucogaster,8,8,0,0
545,Influenza A virus,Alphainfluenzavirus influenzae,Numida meleagris,8,8,0,0
546,Influenza A virus,Alphainfluenzavirus influenzae,Buteogallus urubitinga,8,8,0,0
547,Influenza A virus,Alphainfluenzavirus influenzae,Sterna hirundo,96,96,0,0
548,Influenza A virus,Alphainfluenzavirus influenzae,Pluvialis dominica,8,8,0,0
549,Influenza A virus,Alphainfluenzavirus influenzae,Thalasseus acuflavidus,32,32,0,0
550,Bagaza virus,Orthoflavivirus bagazaense,Phasianinae,2,2,0,0
551,Influenza A virus,Alphainfluenzavirus influenzae,Uria aalge,48,48,0,0
552,Influenza A virus,Alphainfluenzavirus influenzae,Aythya affinis,223,223,0,0
553,Duck sapelovirus,Duck sapelovirus,Anatidae,1,1,0,1
554,Duck hepatitis A virus 3,Avihepatovirus A,Anatinae,41,41,0,1
555,Pigeon circovirus,Circovirus pigeon,Columba livia,658,658,0,637
556,Influenza A virus,Alphainfluenzavirus influenzae,Larus hyperboreus,141,141,0,0
557,Influenza A virus,Alphainfluenzavirus influenzae,Arenaria interpres,8666,8666,0,0
558,Avian orthoavulavirus 1,Orthoavulavirus javaense,Gallus gallus,4255,4255,0,494
559,Megrivirus sp.,Megrivirus sp.,Columba livia,5,5,0,0
560,Picornaviridae sp.,Picornaviridae sp.,Columba livia,2,2,0,0
561,Influenza A virus,Alphainfluenzavirus influenzae,Coturnix sp.,243,243,0,0
562,Duck circovirus,Circovirus duck,Anatidae,277,277,0,273
563,tremovirus A1,Tremovirus A,Meleagris gallopavo,3,3,0,0
564,Turkeypox virus,Turkeypox virus,Columbidae,1,1,0,0
565,Influenza A virus,Alphainfluenzavirus influenzae,Numenius phaeopus,118,118,0,0
566,Avian orthoreovirus,Avian orthoreovirus,Anatidae,56,56,0,1
567,Picornaviridae sp.,Picornaviridae sp.,Neophema chrysogaster,1,1,0,1
568,Crucivirus sp.,Crucivirus sp.,Neophema chrysogaster,1,1,0,1
569,Beak and feather disease virus,Circovirus parrot,Neophema chrysogaster,87,87,0,35
570,Tick-associated DNA virus,Tick-associated DNA virus,Neophema chrysogaster,1,1,0,1
571,CRESS DNA virus,CRESS DNA virus,Neophema chrysogaster,1,1,0,0
572,Psittaciform aveparvovirus,Psittaciform aveparvovirus,Neophema chrysogaster,3,3,0,0
573,Tick-associated circular DNA virus,Tick-associated circular DNA virus,Neophema chrysogaster,3,3,0,3
574,Sewage-associated circular DNA virus,Sewage-associated circular DNA virus,Neophema chrysogaster,1,1,0,0
575,Psittacine siadenovirus F,Psittacine siadenovirus F,Neophema chrysogaster,5,5,0,5
576,Circovirus sp.,Circovirus sp.,Neophema chrysogaster,5,5,0,4
577,Cressdnaviricota sp.,Cressdnaviricota sp.,Neophema chrysogaster,1,1,0,0
578,Chimeric virus 14,Chimeric virus 14,Neophema chrysogaster,1,1,0,0
579,Paramecium bursaria Chlorella virus,Paramecium bursaria Chlorella virus,Neophema chrysogaster,1,1,0,0
580,Condorpox virus,Condorpox virus,Vultur gryphus,1,1,0,1
581,Apapanepox virus,Apapanepox virus,Himatione sanguinea,1,1,0,1
582,bar-headed goose anativirus,bar-headed goose anativirus,Anser indicus,1,1,0,1
583,bar-headed goose hepatovirus,bar-headed goose hepatovirus,Anser indicus,2,2,0,2
584,bar-headed goose megrivirus,bar-headed goose megrivirus,Anser indicus,4,4,0,3
585,Influenza A virus,Alphainfluenzavirus influenzae,Corvus brachyrhynchos,144,144,0,0
586,Avian orthoreovirus,Avian orthoreovirus,Meleagris gallopavo,593,593,0,96
587,Infectious bronchitis virus,Avian coronavirus,Aves,86,86,0,6
588,Larus ridibundus coronavirus,Larus ridibundus coronavirus,Chroicocephalus ridibundus,2,2,0,0
589,Anser fabalis coronavirus,Anser fabalis coronavirus,Anser fabalis,1,1,0,0
590,Duck-dominant coronavirus,Duck-dominant coronavirus,Anser fabalis,1,1,0,0
