Species,pathogenID,Host,hostID,Total Count,GenBank Count,RefSeq Count,Completed Count
Gammapolyomavirus avis,1891747,Guaruba guarouba,51906,1,1,0,1
Gammapolyomavirus avis,1891747,Eolophus roseicapilla,176039,1,1,0,1
Gammapolyomavirus avis,1891747,Vini kuhlii,2267889,1,1,0,1
Gammapolyomavirus avis,1891747,Agapornis roseicollis,60468,11,11,0,10
Porcine epidemic diarrhea virus,28295,Parabuteo unicinctus,223492,1,1,0,0
Porcine epidemic diarrhea virus,28295,Sula variegata,57663,2,2,0,0
Alphainfluenzavirus influenzae,2955291,Anas acuta,28680,7171,7171,0,48
Alphainfluenzavirus influenzae,2955291,Spatula clypeata,75838,3398,3398,0,119
Alphainfluenzavirus influenzae,2955291,Dromaius novaehollandiae,8790,74,74,0,0
Alphainfluenzavirus influenzae,2955291,Anas castanea,45631,71,71,0,0
Alphainfluenzavirus influenzae,2955291,Anas gracilis,45630,254,254,0,0
Alphainfluenzavirus influenzae,2955291,Anas superciliosa,45632,188,188,0,0
Alphainfluenzavirus influenzae,2955291,Calidris ruficollis,272047,265,265,0,0
Alphainfluenzavirus influenzae,2955291,Calidris acuminata,192723,24,24,0,0
Alphainfluenzavirus influenzae,2955291,Podargus strigoides,8905,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Procellaria aequinoctialis,53665,24,24,0,0
Alphainfluenzavirus influenzae,2955291,Megascops choliba,507958,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Sula leucogaster,57661,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Numida meleagris,8996,33,33,0,0
Alphainfluenzavirus influenzae,2955291,Buteogallus urubitinga,223497,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Sterna hirundo,108405,100,100,0,0
Alphainfluenzavirus influenzae,2955291,Pluvialis dominica,240205,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Uria aalge,13746,359,359,0,0
Alphainfluenzavirus influenzae,2955291,Aythya affinis,189533,293,293,0,8
Circovirus pigeon,3050342,Columba livia,8932,718,718,0,660
Alphainfluenzavirus influenzae,2955291,Larus hyperboreus,119637,211,211,0,0
Alphainfluenzavirus influenzae,2955291,Arenaria interpres,54971,14437,14437,0,72
Megrivirus sp.,2809560,Columba livia,8932,5,5,0,0
Picornaviridae sp.,1530251,Columba livia,8932,2,2,0,0
Tremovirus A,70796,Meleagris gallopavo,9103,3,3,0,0
Alphainfluenzavirus influenzae,2955291,Numenius phaeopus,161676,147,147,0,0
Picornaviridae sp.,1530251,Neophema chrysogaster,678581,1,1,0,1
Crucivirus sp.,2569971,Neophema chrysogaster,678581,1,1,0,1
Circovirus parrot,3047561,Neophema chrysogaster,678581,87,87,0,35
Psittaciform aveparvovirus,3042447,Neophema chrysogaster,678581,3,3,0,0
Tick-associated circular DNA virus,2963861,Neophema chrysogaster,678581,3,3,0,3
Psittacine siadenovirus F,2874383,Neophema chrysogaster,678581,5,5,0,5
Circovirus sp.,1964372,Neophema chrysogaster,678581,5,5,0,4
Cressdnaviricota sp.,2748378,Neophema chrysogaster,678581,1,1,0,0
Chimeric virus 14,1608440,Neophema chrysogaster,678581,1,1,0,0
Paramecium bursaria Chlorella virus,3138953,Neophema chrysogaster,678581,1,1,0,0
Condorpox virus,3049970,Vultur gryphus,8924,1,1,0,1
Apapanepox virus,3049969,Himatione sanguinea,64801,1,1,0,1
bar-headed goose anativirus,3155980,Anser indicus,8846,1,1,0,1
bar-headed goose hepatovirus,3155981,Anser indicus,8846,2,2,0,2
bar-headed goose megrivirus,3155982,Anser indicus,8846,4,4,0,3
Alphainfluenzavirus influenzae,2955291,Corvus brachyrhynchos,85066,144,144,0,0
Avian orthoreovirus,38170,Meleagris gallopavo,9103,595,595,0,96
Larus ridibundus coronavirus,3153733,Chroicocephalus ridibundus,1192867,2,2,0,0
Anser fabalis coronavirus,3153734,Anser fabalis,132587,1,1,0,0
Duck-dominant coronavirus,1649337,Anser fabalis,132587,1,1,0,0
Deltacoronavirus sp.,1911231,Anser indicus,8846,1,1,0,0
Anser fabalis coronavirus,3153734,Anser indicus,8846,2,2,0,0
Avian coronavirus,694014,Anser indicus,8846,2,2,0,0
Alphainfluenzavirus influenzae,2955291,Anas georgica,75847,230,230,0,0
Alphainfluenzavirus influenzae,2955291,Spatula cyanoptera,75840,17,17,0,0
Alphainfluenzavirus influenzae,2955291,Cygnus melancoryphus,41691,40,40,0,0
Aveparvovirus galliform1,3051983,Meleagris gallopavo,9103,114,114,0,8
Alphainfluenzavirus influenzae,2955291,Anas crecca,75839,2022,2022,0,41
Fowl aviadenovirus D,190064,Meleagris gallopavo,9103,3,3,0,0
Alphainfluenzavirus influenzae,2955291,Branta canadensis,8853,775,775,0,24
Alphainfluenzavirus influenzae,2955291,Haliaeetus leucocephalus,52644,1228,1228,0,8
Alphainfluenzavirus influenzae,2955291,Mareca americana,75832,1173,1173,0,71
Alphainfluenzavirus influenzae,2955291,Ardea herodias,56072,30,30,0,0
Alphainfluenzavirus influenzae,2955291,Sterna paradisaea,279953,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Xema sabini,128050,24,24,0,0
Alphainfluenzavirus influenzae,2955291,Branta hutchinsii,371860,88,88,0,0
Alphainfluenzavirus influenzae,2955291,Antigone canadensis,1977160,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Anser caerulescens,8849,1651,1651,0,8
Alphainfluenzavirus influenzae,2955291,Larus belcheri,328041,83,83,0,0
Mardivirus gallidalpha2,3050287,Gallus gallus bankiva,208525,1,1,0,0
Mardivirus gallidalpha2,3050287,Pavo cristatus,9049,2,2,0,0
Circovirus parrot,3047561,Ara ambiguus,467031,2,2,0,1
Alphainfluenzavirus influenzae,2955291,Podiceps major,555330,38,38,0,0
Duck aviadenovirus B,1534553,Anas platyrhynchos,8839,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Spatula discors,75842,8817,8817,0,40
Avipoxvirus sp.,1928336,Prunella modularis,181117,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Aythya americana,30385,245,245,0,0
Alphainfluenzavirus influenzae,2955291,Aix sponsa,8833,323,323,0,24
Alphainfluenzavirus influenzae,2955291,Pelecanus erythrorhynchos,33618,60,60,0,0
Alphainfluenzavirus influenzae,2955291,Phalacrocorax brasilianus,37046,24,24,0,0
Alphainfluenzavirus influenzae,2955291,Rissa tridactyla,75485,18,18,0,0
Alphainfluenzavirus influenzae,2955291,Bubo virginianus,56268,496,496,0,0
Alphainfluenzavirus influenzae,2955291,Chenonetta jubata,45644,60,60,0,0
Paraavulavirus hongkongense,3052593,Anser fabalis,132587,3,3,0,1
Alphainfluenzavirus influenzae,2955291,Amazonetta brasiliensis,75867,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Anser albifrons,50365,958,958,0,0
Alphainfluenzavirus influenzae,2955291,Mareca penelope,8838,459,459,0,0
Orthoflavivirus usutuense,3048443,Strix nebulosa,126836,53,53,0,13
Alphainfluenzavirus influenzae,2955291,Larus occidentalis,126713,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Calidris mauri,279941,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Cathartes aura,43455,70,70,0,0
Alphainfluenzavirus influenzae,2955291,Turdus merula,9187,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Aythya ferina,219593,111,111,0,1
Circovirus pigeon,3050342,Corvus corax,56781,1,1,0,1
Circovirus duck,3047813,Anas rubripes,75857,1,1,0,1
Circovirus duck,3047813,Anas acuta,28680,1,1,0,1
Duck hepatitis B virus,12639,Mareca americana,75832,2,2,0,2
Marcaroli circovirus,3138814,Mareca americana,75832,12,12,0,12
Spata circovirus,3138815,Spatula clypeata,75838,2,2,0,2
Paraavulavirus hongkongense,3052593,Spatula querquedula,75856,3,3,0,1
Paraavulavirus hongkongense,3052593,Anas crecca,75839,21,21,0,15
Metaavulavirus hongkongense,3051372,Anas crecca,75839,11,11,0,11
Orthoavulavirus javaense,3051375,Phasianus colchicus,9054,7,7,0,2
Orthoavulavirus javaense,3051375,Anas crecca,75839,44,44,0,17
Metaavulavirus hongkongense,3051372,Anas platyrhynchos,8839,32,32,0,17
Alphainfluenzavirus influenzae,2955291,Coragyps atratus,33614,544,544,0,0
Alphainfluenzavirus influenzae,2955291,Cygnus buccinator,48397,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Lophodytes cucullatus,279951,104,104,0,0
Parvovirus luscinia6815,3117122,Turdus migratorius,9188,1,1,0,0
Parvovirus phoenicurus4436,3117181,Phoenicurus phoenicurus,121423,1,1,0,0
Parvovirus phoenicurus12233s2,3117180,Phoenicurus phoenicurus,121423,1,1,0,0
Parvovirus zapornia4554,3117225,Zapornia atra,2585822,1,1,0,0
Herpesvirus eupittula14478,3116695,Eupsittula canicularis,752200,1,1,0,0
Parvovirus chrysococcyx3867a,3117070,Chrysococcyx basalis,196523,1,1,0,0
Adenovirus acanthiza15342,3115873,Acanthiza uropygialis,117199,1,1,0,0
Polyomavirus odontophorus5057,3117261,Odontophorus gujanensis,886794,1,1,0,1
Parvovirus leiothrix4587,3117119,Turdus migratorius,9188,1,1,0,0
Parvovirus numida6704,3117160,Numida meleagris,8996,1,1,0,0
Polyomavirus erythrura5304,3117230,Chloebia gouldiae,44316,1,1,0,1
Parvovirus luscinia5410,3117121,Turdus migratorius,9188,1,1,0,0
Papillomavirus numida8051,3116987,Numida meleagris,8996,1,1,0,0
Parvovirus zonotrichia4755,3117226,Zonotrichia albicollis,44394,1,1,0,0
Parvovirus larvivora5808,3117117,Turdus migratorius,9188,1,1,0,0
Parvovirus chalcites3867,3117064,Chrysococcyx basalis,196523,1,1,0,0
Parvovirus phoenicopterus3947,3117178,Phoenicopterus roseus,435638,1,1,0,0
Anellovirus meleagris2358,3115994,Meleagris gallopavo,9103,1,1,0,0
Parvovirus phoenicurus12233s1,3117179,Phoenicurus phoenicurus,121423,1,1,0,0
Polyomavirus prunella5215,3117274,Prunella modularis,181117,1,1,0,1
Anellovirus gallus2670,3115989,Gallus gallus,9031,1,1,0,0
Papillomavirus luscinia7441,3116978,Luscinia svecica,52792,1,1,0,1
Polyomavirus saxicola5252a,3117279,Saxicola torquatus,230656,1,1,0,1
Adintovirus pavo15764,3115938,Pavo muticus,9050,1,1,0,0
Parvovirus leiothrix3317,3117118,Turdus migratorius,9188,1,1,0,0
Polyomavirus erythrura5362,3117231,Chloebia gouldiae,44316,1,1,0,1
Polyomavirus pteridophora5384,3117276,Pteridophora alberti,681206,1,1,0,1
Polyomavirus zonotrichia5422,3117287,Zonotrichia albicollis,44394,1,1,0,1
Polyomavirus phylloscopus4708,3117269,Phylloscopus collybita,48150,1,1,0,1
Anellovirus meleagris2399,3115995,Meleagris gallopavo,9103,1,1,0,0
Psittacine adenovirus 12,3134257,Agapornis roseicollis,60468,1,1,0,0
Circovirus parrot,3047561,Melopsittacus undulatus,13146,134,134,0,50
Avian polyomavirus,1702318,Melopsittacus undulatus,13146,16,16,0,1
Deltacoronavirus sp.,1911231,Larus dominicanus,37036,1,1,0,0
Canarypox virus,44088,Serinus canaria,9135,17,17,0,0
Circovirus parrot,3047561,Platycercus elegans,269190,70,70,0,9
Spheniscid alphaherpesvirus 2,3134033,Eudyptula minor,37083,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Nymphicus hollandicus,13180,8,8,0,0
Circovirus raven,3048293,Corvus corax,56781,3,3,0,0
Rotavirus A,28875,Columba livia,8932,139,139,0,0
Orthoflavivirus nilense,3048448,Falco peregrinus,8954,1,1,0,0
Ardenna gravis alphaherpesvirus,3129244,Ardenna gravis,37051,1,1,0,0
Gyrovirus 2316_26,3127497,Mareca americana,75832,1,1,0,1
Gyrovirus 2316_32,3127498,Mareca americana,75832,1,1,0,1
Gyrovirus 2885_18H,3127499,Mareca americana,75832,1,1,0,1
Gyrovirus 2885_18K,3127500,Mareca americana,75832,1,1,0,1
Gyrovirus 2885_18L,3127501,Mareca americana,75832,1,1,0,1
Gyrovirus 2126_10,3127502,Anas acuta,28680,1,1,0,1
Lymphoproliferative disease virus,11961,Meleagris gallopavo,9103,442,442,0,1
Umatilla virus,40060,Turdus fumigatus,200368,10,10,0,0
Umatilla virus,40060,Saltator maximus,460219,10,10,0,0
Mardivirus meleagridalpha1,3050320,Gallus gallus,9031,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Cygnus cygnus,219595,257,257,0,0
Circovirus parrot,3047561,Nymphicus hollandicus,13180,17,17,0,4
Circovirus parrot,3047561,Psittacula eupatria,232655,9,9,0,6
Goose aviadenovirus A,1193420,Anser indicus,8846,21,21,0,0
Goose aviadenovirus A,1193420,Anser albifrons,50365,20,20,0,0
Aviadenovirus sp.,2217649,Anser indicus,8846,7,7,0,0
Goose aviadenovirus A,1193420,Cygnus columbianus,110926,2,2,0,0
Aviadenovirus sp.,2217649,Numenius arquata,31919,2,2,0,0
Siadenovirus sp.,2671519,Anser indicus,8846,24,24,0,0
Siadenovirus sp.,2671519,Anser albifrons,50365,9,9,0,0
Siadenovirus sp.,2671519,Himantopus himantopus,225398,3,3,0,0
Siadenovirus sp.,2671519,Chroicocephalus ridibundus,1192867,6,6,0,0
Aviadenovirus sp.,2217649,Aythya nyroca,197939,2,2,0,0
Pigeon aviadenovirus A,1548417,Falco peregrinus,8954,1,1,0,0
Feral pigeon astrovirus,928291,Columba livia,8932,2,2,0,0
Pigeon astrovirus,3079711,Columba livia,8932,1,1,0,0
Duck aviadenovirus,2875327,Anas platyrhynchos,8839,3,3,0,0
Aviadenovirus sp.,2217649,Recurvirostra avosetta,171275,2,2,0,0
Aviadenovirus sp.,2217649,Asio flammeus,56267,1,1,0,0
Siadenovirus sp.,2671519,Phalacrocorax carbo,9209,1,1,0,0
Atadenovirus sp.,2671518,Phalacrocorax carbo,9209,1,1,0,0
Aviadenovirus sp.,2217649,Ichthyaetus relictus,328046,2,2,0,0
Aviadenovirus sp.,2217649,Larus crassirostris,179808,1,1,0,0
Aviadenovirus sp.,2217649,Chroicocephalus ridibundus,1192867,16,16,0,0
Skua siadenovirus A,886980,Chroicocephalus ridibundus,1192867,2,2,0,0
Atadenovirus sp.,2671518,Calidris alpina,8919,1,1,0,0
Aviadenovirus sp.,2217649,Larus fuscus,8915,1,1,0,0
Aviadenovirus sp.,2217649,Mareca falcata,75844,1,1,0,0
Siadenovirus sp.,2671519,Numenius arquata,31919,1,1,0,0
Atadenovirus sp.,2671518,Mareca falcata,75844,1,1,0,0
Atadenovirus sp.,2671518,Calidris pugnax,198806,1,1,0,0
Aviadenovirus sp.,2217649,Calidris pugnax,198806,1,1,0,0
Atadenovirus sp.,2671518,Tringa erythropus,272050,2,2,0,0
Aviadenovirus sp.,2217649,Charadrius placidus,1630616,3,3,0,0
Atadenovirus sp.,2671518,Charadrius placidus,1630616,1,1,0,0
Aviadenovirus sp.,2217649,Netta rufina,30387,1,1,0,0
Aviadenovirus sp.,2217649,Pluvialis fulva,371922,1,1,0,0
Goose aviadenovirus A,1193420,Anser fabalis,132587,2,2,0,0
Siadenovirus sp.,2671519,Anser fabalis,132587,3,3,0,0
Goose aviadenovirus A,1193420,Anser cygnoides,8845,1,1,0,0
Aviadenovirus sp.,2217649,Anser cygnoides,8845,1,1,0,0
Comazfec virus 1,3112648,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 2,3112649,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 3,3112650,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 4,3112651,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 5,3112652,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 6,3112653,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 7,3112654,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 8,3112655,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 9,3112656,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 10,3112657,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 11,3112658,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 12,3112659,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 13,3112660,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 14,3112661,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 15,3112662,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 16,3112663,Phalacrocorax auritus,56069,1,1,0,1
Comazfec virus 17,3112664,Phalacrocorax auritus,56069,1,1,0,1
Malazfec virus 1,3112667,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 9,3112675,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 10,3112676,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 11,3112677,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 12,3112678,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 13,3112679,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 14,3112680,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 15,3112681,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 16,3112682,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 17,3112683,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 18,3112684,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 19,3112685,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 20,3112686,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 21,3112687,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 22,3112688,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 23,3112689,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 24,3112690,Anas platyrhynchos,8839,1,1,0,1
Malazfec virus 25,3112691,Anas platyrhynchos,8839,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Calidris alpina,8919,122,122,0,0
Alphainfluenzavirus influenzae,2955291,Anas rubripes,75857,2395,2395,0,0
Gammapolyomavirus avis,1891747,Anodorhynchus hyacinthinus,51900,1,1,0,0
Gammapolyomavirus avis,1891747,Ara chloropterus,176013,3,3,0,1
Gammapolyomavirus avis,1891747,Psittacula krameri,9228,14,14,0,7
Gammapolyomavirus avis,1891747,Amazona aestiva,12930,7,7,0,0
Alphainfluenzavirus influenzae,2955291,Leucophaeus atricilla,126679,762,762,0,0
Alphainfluenzavirus influenzae,2955291,Calidris pusilla,279961,276,276,0,0
Alphainfluenzavirus influenzae,2955291,Limnodromus griseus,279949,8,8,0,0
Orthoflavivirus usutuense,3048443,Sturnus vulgaris,9172,6,6,0,2
Orthoavulavirus javaense,3051375,Meleagris gallopavo,9103,71,71,0,2
Orthoavulavirus javaense,3051375,Falco tinnunculus,100819,9,9,0,0
Orthoavulavirus javaense,3051375,Athene noctua,126797,5,5,0,0
Avipoxvirus sp.,1928336,Phoenicopterus ruber,9217,1,1,0,0
Avipoxvirus sp.,1928336,Gallus gallus,9031,70,70,0,0
Avipoxvirus sp.,1928336,Serinus canaria,9135,5,5,0,0
Avipoxvirus sp.,1928336,Turdus merula,9187,1,1,0,0
Swan goose coronavirus,3064243,Anser cygnoides,8845,1,1,0,1
Avian orthoreovirus,38170,Cairina moschata,8855,190,190,0,59
Orthoflavivirus bagazaense,3047385,Pica pica,34924,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Gyps fulvus,36247,98,98,0,0
Avastrovirus 3,1239439,Anas platyrhynchos,8839,20,20,0,1
Metapneumovirus avis,3047384,Anas platyrhynchos,8839,13,13,0,2
Metapneumovirus avis,3047384,Anser anser,8843,1,1,0,0
Metapneumovirus avis,3047384,Coturnix coturnix,9091,1,1,0,0
Gammacoronavirus sp.,2163008,Anas platyrhynchos,8839,93,93,0,0
Circovirus goose,3047842,Anser anser,8843,56,56,0,33
Anser circovirus,3113012,Anser indicus,8846,3,3,0,0
Circovirus gull,3047861,Chroicocephalus ridibundus,1192867,12,12,0,1
Circovirus sp.,1964372,Chroicocephalus ridibundus,1192867,1,1,0,0
Anas platyrhynchos papillomavirus 3,3112618,Anas platyrhynchos,8839,1,1,0,1
Orthoflavivirus tembusu,3048360,Anas platyrhynchos,8839,53,53,0,36
Orthobornavirus serini,1548720,Tyto alba,56313,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Anser indicus,8846,200,200,0,0
Alphainfluenzavirus influenzae,2955291,Tadorna tadorna,75865,75,75,0,0
Alphainfluenzavirus influenzae,2955291,Anser anser,8843,330,330,0,24
Alphainfluenzavirus influenzae,2955291,Numenius arquata,31919,77,77,0,40
Alphainfluenzavirus influenzae,2955291,Ciconia ciconia,8928,20,20,0,0
Gammacoronavirus sp.,2163008,Gallus gallus,9031,30,30,0,0
Deltacoronavirus sp.,1911231,Nycticorax nycticorax,8901,10,10,0,0
Alphainfluenzavirus influenzae,2955291,Cygnus columbianus,110926,313,313,0,0
Alphainfluenzavirus influenzae,2955291,Milvago chimango,357707,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Pelecanus thagus,1108811,101,101,0,0
Alphainfluenzavirus influenzae,2955291,Chroicocephalus maculipennis,287016,55,55,0,0
Orthoflavivirus usutuense,3048443,Columba palumbus,8934,2,2,0,0
Orthoflavivirus usutuense,3048443,Phoenicurus phoenicurus,121423,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Haliaeetus albicilla,8969,93,93,0,0
Gammacoronavirus sp.,2163008,Anas crecca,75839,4,4,0,0
unidentified influenza virus,11309,Gallus gallus,9031,1,1,0,0
Mute swan associated circo-like virus,3104762,Cygnus olor,8869,1,1,0,1
Chaphamaparvovirus anseriform 7,3104763,Cygnus olor,8869,1,1,0,1
Chaphamaparvovirus anseriform 8,3104764,Cygnus olor,8869,1,1,0,1
Chaphamaparvovirus anseriform 9,3104765,Cygnus olor,8869,1,1,0,1
Sturnus papillomavirus,3106067,Sturnus vulgaris,9172,1,1,0,0
Thinornis picornavirus,3106068,Thinornis novaeseelandiae,425654,1,1,0,0
Circovirus parrot,3047561,Cacatua galerita,141274,54,54,0,13
Circovirus parrot,3047561,Aratinga solstitialis,176015,7,7,0,4
Circovirus parrot,3047561,Psittacus erithacus,57247,113,113,0,40
Circovirus parrot,3047561,Agapornis fischeri,60463,6,6,0,1
Circovirus parrot,3047561,Diopsittaca nobilis,178888,3,3,0,1
Circovirus parrot,3047561,Psittacula alexandri,232635,1,1,0,0
Circovirus parrot,3047561,Ara ararauna,9226,8,8,0,1
Circovirus parrot,3047561,Lophochroa leadbeateri,471713,29,29,0,14
Circovirus parrot,3047561,Pionites leucogaster,345186,2,2,0,1
Circovirus parrot,3047561,Amazona ochrocephala,151761,1,1,0,0
Circovirus parrot,3047561,Eolophus roseicapilla,176039,19,19,0,8
Circovirus parrot,3047561,Lorius lory,274062,1,1,0,0
Circovirus parrot,3047561,Gracula religiosa,116992,1,1,0,0
Circovirus parrot,3047561,Zosterops japonicus,36299,3,3,0,0
Circovirus parrot,3047561,Amazona aestiva,12930,11,11,0,2
Circovirus parrot,3047561,Pionus fuscus,303320,1,1,0,0
Avian astrovirus,1914440,Chroicocephalus ridibundus,1192867,14,14,0,0
Aviadenovirus sp.,2217649,Phalacrocorax carbo,9209,1,1,0,1
Orthoflavivirus nilense,3048448,Turdus philomelos,127946,3,3,0,0
Orthoflavivirus nilense,3048448,Sturnus vulgaris,9172,2,2,0,0
Orthobornavirus alphapsittaciforme,1548713,Psittacus erithacus,57247,52,52,0,1
Orthobornavirus alphapsittaciforme,1548713,Guaruba guarouba,51906,4,4,0,0
Orthobornavirus alphapsittaciforme,1548713,Pyrrhura molinae,311895,9,9,0,0
Avian astrovirus,1914440,Turdus dissimilis,357738,1,1,0,0
Pigeon aviadenovirus A,1548417,Columba livia,8932,2,2,0,1
Duck atadenovirus A,130328,Gallus gallus,9031,31,31,0,4
Gammapolyomavirus avis,1891747,Psittacus erithacus,57247,3,3,0,1
Grus nigricollis-associatied genomovirus,3077354,Grus nigricollis,40817,4,4,0,4
Protoparvovirus sp.,1987106,Grus nigricollis,40817,4,4,0,4
Grusopivirus sp.,2809444,Grus nigricollis,40817,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Fregata magnificens,37042,8,8,0,0
Yellow-eyed penguin megrivirus,3085107,Megadyptes antipodes,37085,8,8,0,0
