pathogen,pathogenID,eid2UpdatedVirusID,host,hostID,order,fromSequence,fromPublication,strongest evidence type,strongest evidence,included
asama orthohantavirus,3991076,29395120,urotrichus talpoides,3575420,eulipotyphla,1,2,sequence (EID2),isolation,1
ash river virus,3907869,3907869,sorex cinereus,3454611,eulipotyphla,1,1,sequence (EID2),isolation,1
asian elephant endotheliolytic herpesvirus,3549233,3549233,elephas maximus,3433885,proboscidea,1,0,sequence (EID2),isolation,1
asikkala orthohantavirus,26302884,26302884,sorex minutus,3499113,eulipotyphla,0,1,isolation,isolation,1
asinine herpesvirus 4,3682072,3682072,equus asinus,3433905,perissodactyla,0,1,isolation,isolation,1
asinine herpesvirus 5,3682077,3682077,equus asinus,3433905,perissodactyla,1,2,sequence (EID2),isolation,1
asinine herpesvirus 5,3682077,3682077,equus caballus,3433909,perissodactyla,1,0,sequence (EID2),isolation,1
asinine herpesvirus 6,3682078,3682078,equus asinus,3433905,perissodactyla,0,1,isolation,isolation,1
asturias virus,26205110,26205110,talpa occidentalis,3479092,eulipotyphla,1,0,sequence (EID2),isolation,1
ateline gammaherpesvirus 2,3434843,3434843,ateles belzebuth,3433412,primates,0,1,isolation,isolation,1
ateline gammaherpesvirus 2,3434843,3434843,ateles fusciceps,3433414,primates,0,1,isolation,isolation,1
ateline gammaherpesvirus 2,3434843,3434843,ateles geoffroyi,3433416,primates,0,1,Isolation,isolation,1
ateline gammaherpesvirus 2,3434843,3434843,ateles marginatus,25934103,primates,0,1,isolation,isolation,1
ateline gammaherpesvirus 2,3434843,3434843,ateles paniscus,3433418,primates,0,1,antibodies,serelogy,1
ateline gammaherpesvirus 2,3434843,3434843,brachyteles arachnoides,3445700,primates,0,1,,,1
ateline gammaherpesvirus 2,3434843,3434843,brachyteles hypoxanthus,3797012,primates,0,1,,,1
ateline gammaherpesvirus 2,3434843,3434843,lagothrix cana,4115765,primates,0,1,,,1
ateline gammaherpesvirus 2,3434843,3434843,lagothrix lagotricha,3433433,primates,0,1,,,1
ateline gammaherpesvirus 2,3434843,3434843,lagothrix lugens,4115763,primates,0,1,,,1
ateline gammaherpesvirus 2,3434843,3434843,lagothrix poeppigii,4115764,primates,0,1,,,1
ateline gammaherpesvirus 2,3434843,3434843,saguinus oedipus,3433388,primates,0,1,patology; antibodies,serelogy,1
atypical cytopathic virus,3455201,3455201,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
atypical porcine pestivirus,25871147,25871147,sus scrofa,3433956,suina,1,0,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,equus caballus,3433909,perissodactyla,1,0,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,homo sapiens,3433574,primates,1,9,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,miniopterus schreibersii,3433300,chiroptera,0,1,antibodies,serelogy,1
australian bat lyssavirus,3548822,3548822,philetor brachypterus,4168089,chiroptera,0,1,antibodies,serelogy,1
australian bat lyssavirus,3548822,3548822,pteropus alecto,3433245,chiroptera,1,4,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,pteropus conspicillatus,3784032,chiroptera,0,1,Isolation,isolation,1
australian bat lyssavirus,3548822,3548822,pteropus hypomelanus,3433251,chiroptera,0,1,antibodies,serelogy,1
australian bat lyssavirus,3548822,3548822,pteropus lylei,3639202,chiroptera,0,1,antibodies,serelogy,1
australian bat lyssavirus,3548822,3548822,pteropus poliocephalus,3433247,chiroptera,1,1,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,pteropus scapulatus,3554537,chiroptera,1,2,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,rousettus amplexicaudatus,3491767,chiroptera,0,1,antibodies,serelogy,1
australian bat lyssavirus,3548822,3548822,saccolaimus flaviventris,3890884,chiroptera,1,3,sequence (EID2),isolation,1
australian bat lyssavirus,3548822,3548822,scotophilus kuhlii,3627544,chiroptera,0,1,antibodies,serelogy,1
australian bat lyssavirus,3548822,3548822,taphozous melanopogon,3658566,chiroptera,0,1,antibodies,serelogy,1
avastrovirus 2,26552357,26552357,macaca mulatta,3433483,primates,1,0,sequence (EID2),isolation,1
avian avulavirus 1,3436049,3436049,blarina brevicauda,3433219,eulipotyphla,0,1,isolation,isolation,1
avian avulavirus 1,3436049,3436049,homo sapiens,3433574,primates,1,253,sequence (EID2),isolation,1
avian avulavirus 1,3436049,3436049,sus scrofa,3433956,suina,1,92,sequence (EID2),isolation,1
avian coronavirus,4073271,4073271,lama pacos,3445626,tylopoda,1,0,sequence (EID2),isolation,1
avian gyrovirus 2,24584726,24584726,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
avian gyrovirus 2,24584726,24584726,mustela putorius,3433676,carnivora,1,0,sequence (EID2),isolation,1
avian orthoreovirus,3456925,3456925,eumetopias jubatus,3451585,carnivora,1,0,sequence (EID2),isolation,1
azagny virus,24583981,24583981,crocidura obscurior,3623774,eulipotyphla,1,1,sequence (EID2),isolation,1
baboon cytomegalovirus,3597999,3597999,papio anubis,3433500,primates,1,2,sequence (EID2),isolation,1
baboon cytomegalovirus,3597999,3597999,papio cynocephalus,3433502,primates,1,1,sequence (EID2),isolation,1
baboon cytomegalovirus,3597999,3597999,papio ursinus,3453707,primates,1,1,sequence (EID2),isolation,1
baboon endogenous virus,3667063,3667063,chlorocebus aethiops,3433463,primates,0,1,PCR,PCR,1
baboon endogenous virus,3667063,3667063,mandrillus sphinx,3433506,primates,0,1,PCR,PCR,1
baboon endogenous virus,3667063,3667063,papio anubis,3433500,primates,0,1,PCR,PCR,1
baboon endogenous virus,3667063,3667063,papio cynocephalus,3433502,primates,0,1,PCR,PCR,1
baboon endogenous virus,3667063,3667063,theropithecus gelada,3433512,primates,0,1,PCR,PCR,1
baboon orthoreovirus,3522003,3522003,papio anubis,3433500,primates,1,0,sequence (EID2),isolation,1
baboon orthoreovirus,3522003,3522003,papio cynocephalus,3433502,primates,1,0,sequence (EID2),isolation,1
baboon orthoreovirus,3522003,3522003,papio hamadryas,3433504,primates,1,0,sequence (EID2),isolation,1
baboon orthoreovirus,3522003,3522003,papio papio,3566460,primates,1,0,sequence (EID2),isolation,1
baboon orthoreovirus,3522003,3522003,papio ursinus,3453707,primates,1,0,sequence (EID2),isolation,1
balaenoptera acutorostrata gammaherpesvirus 1,27688969,27688969,balaenoptera acutorostrata,3433854,cetacea,1,0,sequence (EID2),isolation,0
balaenoptera acutorostrata gammaherpesvirus 2,27688971,27688971,balaenoptera acutorostrata,3433854,cetacea,1,0,sequence (EID2),isolation,0
balaenoptera physalus alphaherpesvirus,27445706,27445706,balaenoptera physalus,3433860,cetacea,1,0,sequence (EID2),isolation,0
bamboo rat circovirus,2305270,29395166,rhizomys pruinosus,3483188,rodentia,1,0,sequence (EID2),isolation,1
bandicota indica cytomegalovirus 1,3877223,3877223,bandicota indica,3899148,rodentia,1,0,sequence (EID2),isolation,1
bandicota indica cytomegalovirus 2,3877224,3877224,bandicota indica,3899148,rodentia,1,0,sequence (EID2),isolation,1
bandicota indica cytomegalovirus 3,3877225,3877225,bandicota indica,3899148,rodentia,1,0,sequence (EID2),isolation,1
bandicota indica cytomegalovirus 4,3877226,3877226,bandicota indica,3899148,rodentia,1,0,sequence (EID2),isolation,1
bandicota savilei rhadinovirus 1,3846808,3846808,bandicota savilei,3899149,rodentia,1,0,sequence (EID2),isolation,1
banna virus,3525422,3525422,bos taurus,3434101,ruminantia,0,1,Isolation,isolation,1
banna virus,3525422,3525422,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
banna virus,3525422,3525422,sus scrofa,3433956,suina,1,0,sequence (EID2),isolation,1
barmah forest virus,3435773,3435773,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
barur ledantevirus,24562545,29395162,rattus rattus,3434407,rodentia,1,0,sequence (EID2),isolation,1
bastrovirus bas-1,27699795,29395176,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
bat associated circovirus,2486204,28953498,myotis frater,3658575,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus,2486204,28953498,myotis macrodactylus,3658577,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus,2486204,28953498,plecotus auritus,3498351,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 1,1868218,28953500,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 10,2560338,28953502,myotis macrodactylus,3658577,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 2,1868219,28953504,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 3,1868220,29289046,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 4,27414310,29395526,tadarida brasiliensis,3433309,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 5,2003310,28953506,plecotus auritus,3498351,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 6,2003311,28953508,rhinolophus affinis,3494227,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 7,2003312,28953510,rhinolophus sinicus,3546014,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 8,2003313,28953512,myotis ricketti,3673960,chiroptera,1,0,sequence (EID2),isolation,1
bat associated circovirus 9,2169823,28953514,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 10,1987735,29394352,molossus molossus,3441068,chiroptera,0,1,isolation,isolation,1
bat associated cyclovirus 10,1987735,29394352,tadarida brasiliensis,3433309,chiroptera,0,1,isolation,isolation,1
bat associated cyclovirus 12,1987737,29394354,molossus molossus,3441068,chiroptera,0,1,isolation,isolation,1
bat associated cyclovirus 12,1987737,29394354,tadarida brasiliensis,3433309,chiroptera,0,1,isolation,isolation,1
bat associated cyclovirus 13,1987738,28953518,plecotus auritus,3498351,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 14,27464166,29395426,pteropus tonganus,3524424,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 15,27464168,29395428,pteropus tonganus,3524424,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 16,27697599,29395430,pteropus tonganus,3524424,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 6,1987731,28953526,rhinolophus pusillus,3633429,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 7,1987732,28953528,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 8,1987733,28953530,rhinolophus pusillus,3633429,chiroptera,1,0,sequence (EID2),isolation,1
bat associated cyclovirus 9,1987734,28953532,tylonycteris pachypus,3723903,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,coleura afra,24566340,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,eptesicus serotinus,3494185,chiroptera,1,1,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,hipposideros caffer,3759833,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,hipposideros gigas,4004754,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,hypsugo savii,3581341,chiroptera,0,1,Isolation,Isolation,1
bat astrovirus,26205112,26205112,miniopterus inflatus,3690113,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,myotis emarginatus,3581331,chiroptera,1,1,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,myotis fimbriatus,3895733,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,myotis mystacinus,3581329,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,myotis pequinius,3841375,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,myotis ricketti,3673960,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,nyctalus noctula,3479708,chiroptera,1,1,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,pipistrellus nathusii,3494219,chiroptera,1,1,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,pipistrellus pipistrellus,3494221,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,rhinolophus hipposideros,3524426,chiroptera,1,1,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,rousettus aegyptiacus,3433255,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,tadarida brasiliensis,3433309,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus,26205112,26205112,vespertilio murinus,3494243,chiroptera,1,1,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,miniopterus magnater,3883825,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,miniopterus pusillus,3723878,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,miniopterus schreibersii,3433300,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,myotis chinensis,3693784,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,myotis horsfieldii,3614650,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,myotis ricketti,3673960,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,pipistrellus abramus,3573948,chiroptera,1,0,sequence (EID2),isolation,1
bat astrovirus 1,3977363,3977363,rhinolophus rouxii,3546012,chiroptera,1,0,sequence (EID2),isolation,1
bat bastrovirus,2169486,28953552,eidolon helvum,3524418,chiroptera,1,0,sequence (EID2),isolation,1
bat betacoronavirus,26205114,26205114,eonycteris spelaea,3491732,chiroptera,1,0,sequence (EID2),isolation,1
bat betaherpesvirus 2,4051168,4051168,miniopterus fuliginosus,3658570,chiroptera,1,1,sequence (EID2),isolation,1
bat bocavirus,26205118,26205118,aselliscus stoliczkanus,3659997,chiroptera,1,0,sequence (EID2),isolation,1
bat bocavirus,26205118,26205118,miniopterus fuliginosus,3658570,chiroptera,1,0,sequence (EID2),isolation,1
bat bocavirus,26205118,26205118,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat bornavirus,26205120,26205120,myotis nattereri,3581333,chiroptera,1,0,sequence (EID2),isolation,1
bat bornavirus,26205120,26205120,pipistrellus pipistrellus,3494221,chiroptera,1,0,sequence (EID2),isolation,1
bat calicivirus,26205122,26205122,mops condylurus,3723809,chiroptera,1,0,sequence (EID2),isolation,1
bat calicivirus,26205122,26205122,myotis myotis,3479704,chiroptera,1,0,sequence (EID2),isolation,1
bat calicivirus,26205122,26205122,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat calicivirus,26205122,26205122,rhinolophus sinicus,3546014,chiroptera,1,0,sequence (EID2),isolation,1
bat calicivirus,26205122,26205122,rousettus aegyptiacus,3433255,chiroptera,1,0,sequence (EID2),isolation,1
bat calicivirus a10,2184710,28953556,pipistrellus subflavus,3441141,chiroptera,0,1,isolation,isolation,1
bat circovirus,26205124,26205124,eptesicus serotinus,3494185,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,hipposideros armiger,3658554,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,miniopterus fuliginosus,3658570,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,murina leucogaster,3658580,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,myotis blythii,3581335,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,myotis fimbriatus,3895733,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,myotis pequinius,3841375,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,myotis ricketti,3673960,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,plecotus auritus,3498351,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,rhinolophus hipposideros,3524426,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,rhinolophus pusillus,3633429,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,tylonycteris pachypus,3723903,chiroptera,1,0,sequence (EID2),isolation,1
bat circovirus,26205124,26205124,vespertilio sinensis,3573905,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,cynopterus brachyotis,3491724,chiroptera,1,1,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,cynopterus sphinx,3433241,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,eptesicus serotinus,3494185,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,glossophaga soricina,3441094,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,hipposideros armiger,3658554,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,hipposideros cineraceus,3734421,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,hipposideros larvatus,3647848,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,hipposideros lekaguli,25934289,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,ia io,3813108,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,megaderma lyra,3433266,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,megaerops kusnotoi,3825296,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,miniopterus magnater,3883825,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,miniopterus pusillus,3723878,chiroptera,1,1,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,miniopterus schreibersii,3433300,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,molossus molossus,3441068,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,murina leucogaster,3658580,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,myotis daubentonii,3563007,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,myotis davidii,3693785,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,myotis emarginatus,3581331,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,myotis fimbriatus,3895733,chiroptera,1,0,sequence (EID2),isolation,1
bat coronavirus,26205126,26205126,myotis lucifugus,3494202,chiroptera,1,0,sequence (EID2),isolation,1
