,Species,NCBI Taxon ID,Order,Family,Genus
1523,Bald eagle poxvirus,1740857,Chitovirales,Poxviridae,Avipoxvirus
1524,Aviadenovirus KLC-2015,1652541,Rowavirales,Adenoviridae,Aviadenovirus
1525,Protoparvovirus Udayana_MDPVA,1711931,Piccovirales,Parvoviridae,Protoparvovirus
1526,Protoparvovirus Udayana_MDPVB,1711932,Piccovirales,Parvoviridae,Protoparvovirus
1527,Akhtuba virus,1539747,Bunyavirales,Peribunyaviridae,
1528,Avian coronavirus 9203,2734509,Nidovirales,Coronaviridae,Gammacoronavirus
1529,Betacoronavirus 1,694003,Nidovirales,Coronaviridae,Betacoronavirus
1530,Deltacoronavirus B07,1697925,Nidovirales,Coronaviridae,Deltacoronavirus
1531,Deltacoronavirus B04,1697926,Nidovirales,Coronaviridae,Deltacoronavirus
1532,Picobirnavirus HK-2014,1566334,Durnavirales,Picobirnaviridae,Picobirnavirus
1533,Astrovirus HK-2014,1566335,Stellavirales,Astroviridae,
1534,Protoparvovirus HK-2014,1566336,Piccovirales,Parvoviridae,Protoparvovirus
1535,Chicken picornavirus HK-2014,1566337,Picornavirales,Picornaviridae,
1536,Astrovirus Er/BMTK529/HUN/2011,1671381,Stellavirales,Astroviridae,
1537,Phoenicopterid herpesvirus 1,1643444,Herpesvirales,Orthoherpesviridae,Iltovirus
1538,Lyssavirus rabies,11292,Mononegavirales,Rhabdoviridae,Lyssavirus
1539,Sulid herpesvirus 1,1638619,Herpesvirales,Orthoherpesviridae,
1540,Orthoflavivirus israelense,3048154,Amarillovirales,Flaviviridae,Orthoflavivirus
1541,Neoavian orthoreovirus,2734342,Reovirales,Spinareoviridae,Orthoreovirus
1542,Astrovirus Pygoscelis/DT/2012,1586002,Stellavirales,Astroviridae,
1543,Avipoxvirus MZ-2014,1569592,Chitovirales,Poxviridae,Avipoxvirus
1544,Gallid herpesvirus,39566,Herpesvirales,,
1545,Aichivirus A,72149,Picornavirales,Picornaviridae,Kobuvirus
1546,Avipoxvirus 31239,1333866,Chitovirales,Poxviridae,Avipoxvirus
1547,Avipoxvirus isolate Sevilla,1511774,Chitovirales,Poxviridae,Avipoxvirus
1548,Chinstrap penguin adenovirus 1,1434087,Rowavirales,Adenoviridae,Mastadenovirus
1549,Chinstrap penguin adenovirus 3,1434089,Rowavirales,Adenoviridae,Mastadenovirus
1550,Chinstrap penguin adenovirus 4,1434090,Rowavirales,Adenoviridae,Mastadenovirus
1551,Chinstrap penguin adenovirus 5,1434091,Rowavirales,Adenoviridae,Mastadenovirus
1552,Chinstrap penguin adenovirus 6,1434092,Rowavirales,Adenoviridae,Mastadenovirus
1553,Chinstrap penguin adenovirus 7,1434093,Rowavirales,Adenoviridae,Mastadenovirus
1554,Chinstrap penguin adenovirus 8,1434094,Rowavirales,Adenoviridae,Mastadenovirus
1555,Picobirnavirus GI/PBV/turkey/USA/MN-1/2011,1497566,Durnavirales,Picobirnaviridae,Picobirnavirus
1556,Avipoxvirus XL,1496299,Chitovirales,Poxviridae,Avipoxvirus
1557,Avipoxvirus DX,1496300,Chitovirales,Poxviridae,Avipoxvirus
1558,Avipoxvirus TD,1496301,Chitovirales,Poxviridae,Avipoxvirus
1559,Turkey picobirnavirus,1494923,Durnavirales,Picobirnaviridae,Picobirnavirus
1560,shorebird astrovirus,1344564,Stellavirales,Astroviridae,
1561,shorebird coronavirus,1344565,Nidovirales,Coronaviridae,
1562,Baku virus,1484571,Reovirales,Sedoreoviridae,Orbivirus
1563,Avipoxvirus OKr-2014,1465725,Chitovirales,Poxviridae,Avipoxvirus
1564,Eurasian oystercatcher coronavirus,1446361,Nidovirales,Coronaviridae,
1565,Avian retrovirus,11955,Ortervirales,Retroviridae,Alpharetrovirus
1566,Avian picobirnavirus GI,1382266,Durnavirales,Picobirnaviridae,Picobirnavirus
1567,Aveparvovirus columbid1,3051982,Piccovirales,Parvoviridae,Aveparvovirus
1568,Duck infectious anemia virus,1400257,Ortervirales,Retroviridae,Gammaretrovirus
1569,Picobirnavirus turkey/USA-1507/2010,1353791,Durnavirales,Picobirnaviridae,Picobirnavirus
1570,Picobirnavirus turkey/USA-1512/2010,1353792,Durnavirales,Picobirnaviridae,Picobirnavirus
1571,Gemycircularvirus blabi1,2844422,Geplafuvirales,Genomoviridae,Gemycircularvirus
1572,Faeces associated gemycircularvirus 1,1593423,Geplafuvirales,Genomoviridae,Gemycircularvirus
1573,Avipoxvirus PGPV11K_FP1,1367520,Chitovirales,Poxviridae,Avipoxvirus
1574,Avipoxvirus PGPV11K_FP2,1367521,Chitovirales,Poxviridae,Avipoxvirus
1575,Avipoxvirus PGPV11K_Pi5,1367523,Chitovirales,Poxviridae,Avipoxvirus
1576,Avipoxvirus PGPV10K_LD1,1367517,Chitovirales,Poxviridae,Avipoxvirus
1577,Avipoxvirus PGPV11K_LD2,1367522,Chitovirales,Poxviridae,Avipoxvirus
1578,Avipoxvirus PGPVO_Pi1,1367525,Chitovirales,Poxviridae,Avipoxvirus
1579,Avipoxvirus PGPVO_Pi2,1367526,Chitovirales,Poxviridae,Avipoxvirus
1580,Avipoxvirus PGPVO_Pi4,1367527,Chitovirales,Poxviridae,Avipoxvirus
1581,Avipoxvirus PGPV10K_RP1,1367518,Chitovirales,Poxviridae,Avipoxvirus
1582,Avipoxvirus PGPV93K_RP2,1367524,Chitovirales,Poxviridae,Avipoxvirus
1583,Avipoxvirus PGPV10K_SP1,1367519,Chitovirales,Poxviridae,Avipoxvirus
1584,Avipoxvirus FGPV_KD09.ZAF,1367515,Chitovirales,Poxviridae,Avipoxvirus
1585,Avipoxvirus PEPV_San92,1367516,Chitovirales,Poxviridae,Avipoxvirus
1586,Cyclovirus nhanloai,3047966,Cirlivirales,Circoviridae,Cyclovirus
1587,Avipoxvirus Gav01/Lima/2011,1337067,Chitovirales,Poxviridae,Avipoxvirus
1588,Avastrovirus guineafowl/ITA/2010/Bari-ELVA,1176481,Stellavirales,Astroviridae,Avastrovirus
1589,Brazilian penguinpox virus,1291378,Chitovirales,Poxviridae,Avipoxvirus
1590,Avipoxvirus isolate United Kingdom,1294115,Chitovirales,Poxviridae,Avipoxvirus
1591,Avipoxvirus isolate Hungary,1294100,Chitovirales,Poxviridae,Avipoxvirus
1592,Avipoxvirus isolate Nevada,1294108,Chitovirales,Poxviridae,Avipoxvirus
1593,Avipoxvirus isolate Hawaii,462818,Chitovirales,Poxviridae,Avipoxvirus
1594,Avipoxvirus isolate Chile,1294095,Chitovirales,Poxviridae,Avipoxvirus
1595,Avipoxvirus isolate Georgia,1294099,Chitovirales,Poxviridae,Avipoxvirus
1596,Avipoxvirus isolate South Korea,1294112,Chitovirales,Poxviridae,Avipoxvirus
1597,Avipoxvirus isolate Spain,1294113,Chitovirales,Poxviridae,Avipoxvirus
1598,Avipoxvirus isolate Antarctica,1294090,Chitovirales,Poxviridae,Avipoxvirus
1599,Avipoxvirus isolate Alaska,1294089,Chitovirales,Poxviridae,Avipoxvirus
1600,Avipoxvirus isolate Washington,1294117,Chitovirales,Poxviridae,Avipoxvirus
1601,Avipoxvirus isolate Midway Islands,1294104,Chitovirales,Poxviridae,Avipoxvirus
1602,Avipoxvirus isolate Argentina,1294091,Chitovirales,Poxviridae,Avipoxvirus
1603,Avipoxvirus isolate Wisconsin,1294119,Chitovirales,Poxviridae,Avipoxvirus
1604,Avipoxvirus isolate Texas,1294114,Chitovirales,Poxviridae,Avipoxvirus
1605,Avipoxvirus isolate New York,1294109,Chitovirales,Poxviridae,Avipoxvirus
1606,Avipoxvirus isolate Illinois,1294101,Chitovirales,Poxviridae,Avipoxvirus
1607,Avipoxvirus isolate California,1294094,Chitovirales,Poxviridae,Avipoxvirus
1608,Avipoxvirus isolate Florida,1294097,Chitovirales,Poxviridae,Avipoxvirus
1609,Avipoxvirus isolate Minnesota,1294105,Chitovirales,Poxviridae,Avipoxvirus
1610,Avipoxvirus isolate Utah,1294116,Chitovirales,Poxviridae,Avipoxvirus
1611,Avipoxvirus isolate Oregon,1294110,Chitovirales,Poxviridae,Avipoxvirus
1612,Avipoxvirus isolate Washington DC,1294118,Chitovirales,Poxviridae,Avipoxvirus
1613,Avipoxvirus isolate Massachusetts,1294103,Chitovirales,Poxviridae,Avipoxvirus
1614,Avipoxvirus isolate Colorado,1294096,Chitovirales,Poxviridae,Avipoxvirus
1615,Avipoxvirus isolate the Netherlands,1294120,Chitovirales,Poxviridae,Avipoxvirus
1616,Avipoxvirus isolate Maryland,1294102,Chitovirales,Poxviridae,Avipoxvirus
1617,Avipoxvirus isolate Pennsylvania,1294111,Chitovirales,Poxviridae,Avipoxvirus
1618,Avipoxvirus isolate Belgium,1294093,Chitovirales,Poxviridae,Avipoxvirus
1619,Avipoxvirus isolate Mississippi,1294106,Chitovirales,Poxviridae,Avipoxvirus
1620,Avipoxvirus isolate Montana,1294107,Chitovirales,Poxviridae,Avipoxvirus
1621,Avipoxvirus VIC-02,1281442,Chitovirales,Poxviridae,Avipoxvirus
1622,Avipoxvirus VIC-08,1281441,Chitovirales,Poxviridae,Avipoxvirus
1623,BeAn 157575 virus,1272938,Mononegavirales,Rhabdoviridae,
1624,Kannamangalam virus,1272944,Mononegavirales,Rhabdoviridae,
1625,Navarro virus,1272950,Mononegavirales,Rhabdoviridae,
1626,Sunrhavirus sandjimba,2956484,Mononegavirales,Rhabdoviridae,Sunrhavirus
1627,Guinea fowl circovirus,1267906,Cirlivirales,Circoviridae,
1628,Avipoxvirus BL-2012,1237714,Chitovirales,Poxviridae,Avipoxvirus
1629,Cygnet River virus,1151044,Articulavirales,Orthomyxoviridae,
1630,Avipoxvirus TMPV,1259810,Chitovirales,Poxviridae,Avipoxvirus
1631,Parvovirus AC-2012,1216504,Piccovirales,Parvoviridae,Protoparvovirus
1632,Avipoxvirus strain Elsharqyia_PGPV,1234869,Chitovirales,Poxviridae,Avipoxvirus
1633,Duck flavivirus Anhui/2010,1208385,Amarillovirales,Flaviviridae,Orthoflavivirus
1634,Small anellovirus,393049,,Anelloviridae,
1635,Avipoxvirus FMA-2012,1176578,Chitovirales,Poxviridae,Avipoxvirus
1636,Goose adenovirus 5,1170688,Rowavirales,Adenoviridae,Aviadenovirus
1637,Astrovirus CDB-2012,1166568,Stellavirales,Astroviridae,
1638,Avian paramyxovirus penguin/Espirito Santo-Brazil/2008,1049185,Mononegavirales,Paramyxoviridae,
1639,Guinea fowl astrovirus,1105348,Stellavirales,Astroviridae,Avastrovirus
1640,Avipoxvirus penguin/AP/ARG/2007,1133595,Chitovirales,Poxviridae,Avipoxvirus
1641,Picornavirus chicken/CHK1/USA/2010,990662,Picornavirales,Picornaviridae,
1642,Picornavirus chicken/CHK165/USA/2010,990664,Picornavirales,Picornaviridae,
1643,Picornavirus chicken/CHK168/USA/2010,990665,Picornavirales,Picornaviridae,
1644,Picornavirus chicken/CHK175/USA/2010,990666,Picornavirales,Picornaviridae,
1645,Picornavirus turkey/TRK24/USA/2010,990668,Picornavirales,Picornaviridae,
1646,Picornavirus turkey/TRK90/USA/2010,990669,Picornavirales,Picornaviridae,
1647,Picornavirus turkey/TRK91/USA/2010,990670,Picornavirales,Picornaviridae,
1648,Picornavirus chicken/CHK148/USA/2010,990663,Picornavirales,Picornaviridae,
1649,Picornavirus turkey/TRK22/USA/2010,990667,Picornavirales,Picornaviridae,
1650,South polar skua adenovirus-2,886981,Rowavirales,Adenoviridae,Siadenovirus
1651,South polar skua adenovirus-3,886982,Rowavirales,Adenoviridae,Siadenovirus
1652,South polar skua adenovirus-4,886983,Rowavirales,Adenoviridae,Siadenovirus
1653,South polar skua adenovirus-5,886984,Rowavirales,Adenoviridae,Siadenovirus
1654,south polar skua adenovirus-6,886985,Rowavirales,Adenoviridae,Siadenovirus
1655,Flavivirus strain CJD05,1095754,Amarillovirales,Flaviviridae,Orthoflavivirus
1656,Phasianid herpesvirus 1,1098913,Herpesvirales,Orthoherpesviridae,Mardivirus
1657,Duck flavivirus strain YY5,1093105,Amarillovirales,Flaviviridae,Orthoflavivirus
1658,Chicken parvovirus Ch_114_10,1090532,Piccovirales,Parvoviridae,Protoparvovirus
1659,Yaounde-like virus Ave-Ghana/2007,1082545,Amarillovirales,Flaviviridae,Orthoflavivirus
1660,Flavivirus CJD05/CHN/2010,1086585,Amarillovirales,Flaviviridae,Orthoflavivirus
1661,Flavivirus duck/SD/CHN/2010,1085621,Amarillovirales,Flaviviridae,Orthoflavivirus
1662,Chicken parvovirus 458/HRV/2010,1081802,Piccovirales,Parvoviridae,Protoparvovirus
1663,Chicken parvovirus 92/HRV/2009,1081803,Piccovirales,Parvoviridae,Protoparvovirus
1664,Chicken parvovirus 109/HRV/2009,1081804,Piccovirales,Parvoviridae,Protoparvovirus
1665,Chicken parvovirus 404/HRV/2010,1081805,Piccovirales,Parvoviridae,Protoparvovirus
1666,Chicken parvovirus 399/HRV/2010,1081806,Piccovirales,Parvoviridae,Protoparvovirus
1667,Chicken parvovirus 478/HRV/2010,1081807,Piccovirales,Parvoviridae,Protoparvovirus
1668,Duck hemorrhagic ovaritis virus,1070859,Amarillovirales,Flaviviridae,Orthoflavivirus
1669,Turkey parvovirus Croatia/Munt/2010,1048870,Piccovirales,Parvoviridae,Protoparvovirus
1670,Chicken parvovirus Cro/Glog/2010,1048871,Piccovirales,Parvoviridae,Protoparvovirus
1671,Avipoxvirus India/07/2009,1004021,Chitovirales,Poxviridae,Avipoxvirus
1672,Avipoxvirus India/08/2009,1004022,Chitovirales,Poxviridae,Avipoxvirus
1673,Avipoxvirus E00/RD,1047191,Chitovirales,Poxviridae,Avipoxvirus
1674,Avipoxvirus E00/S5,1047192,Chitovirales,Poxviridae,Avipoxvirus
1675,Avipoxvirus E00/U5,1047193,Chitovirales,Poxviridae,Avipoxvirus
1676,Avipoxvirus E00/UN,1047194,Chitovirales,Poxviridae,Avipoxvirus
1677,Avipoxvirus E00/VS,1047195,Chitovirales,Poxviridae,Avipoxvirus
1678,Avipoxvirus ID8501092,1047199,Chitovirales,Poxviridae,Avipoxvirus
1679,Avipoxvirus ID8964,1047201,Chitovirales,Poxviridae,Avipoxvirus
1680,Avipoxvirus ID2757,1047198,Chitovirales,Poxviridae,Avipoxvirus
1681,Avipoxvirus ID8926,1047200,Chitovirales,Poxviridae,Avipoxvirus
1682,Avipoxvirus ID9801,1047203,Chitovirales,Poxviridae,Avipoxvirus
1683,Avipoxvirus ID9081,1047202,Chitovirales,Poxviridae,Avipoxvirus
1684,Avipoxvirus ID2701,1047197,Chitovirales,Poxviridae,Avipoxvirus
1685,Avipoxvirus Pat/07,1047205,Chitovirales,Poxviridae,Avipoxvirus
1686,Avipoxvirus 2A205643,1047190,Chitovirales,Poxviridae,Avipoxvirus
1687,Avipoxvirus N624124,1047204,Chitovirales,Poxviridae,Avipoxvirus
1688,Avipoxvirus EX8221,1047196,Chitovirales,Poxviridae,Avipoxvirus
1689,Pigeon picornavirus A,928290,Picornavirales,Picornaviridae,
1690,Parvovirus partridge/PA147/ITA/2008,995017,Piccovirales,Parvoviridae,
1691,Fregata magnificens herpesvirus,576892,Herpesvirales,Orthoherpesviridae,
1692,Birnavirus sp.,41996,,Birnaviridae,
1693,Avipoxvirus pigeon/CAPM V-101/CZE/1965,856735,Chitovirales,Poxviridae,Avipoxvirus
1694,Avipoxvirus canary/PT-44463/Portugal/2010,1006327,Chitovirales,Poxviridae,Avipoxvirus
1695,Avipoxvirus Spilornis cheela/Taiwan/2008,1004778,Chitovirales,Poxviridae,Avipoxvirus
1696,Calicivirus chicken/V0013/Bayern/2004,1001627,Picornavirales,Caliciviridae,
1697,Calicivirus chicken/V0027/Bayern/2004,1001628,Picornavirales,Caliciviridae,
1698,Avipoxvirus Pox7379,795166,Chitovirales,Poxviridae,Avipoxvirus
1699,Avipoxvirus Pox10291,795157,Chitovirales,Poxviridae,Avipoxvirus
1700,Avipoxvirus Pox10302,795158,Chitovirales,Poxviridae,Avipoxvirus
1701,Avipoxvirus Pox10588,795159,Chitovirales,Poxviridae,Avipoxvirus
1702,Avipoxvirus Pox10643,795160,Chitovirales,Poxviridae,Avipoxvirus
1703,Avipoxvirus Pox10716,795161,Chitovirales,Poxviridae,Avipoxvirus
1704,Avipoxvirus Pox11408,795162,Chitovirales,Poxviridae,Avipoxvirus
1705,Avipoxvirus Pox11458,795163,Chitovirales,Poxviridae,Avipoxvirus
1706,Avipoxvirus PoxHAAM26,795167,Chitovirales,Poxviridae,Avipoxvirus
1707,Avipoxvirus Pox12717,795164,Chitovirales,Poxviridae,Avipoxvirus
1708,Avipoxvirus Pox13916,795165,Chitovirales,Poxviridae,Avipoxvirus
1709,Avipoxvirus PoxPV013.3,795168,Chitovirales,Poxviridae,Avipoxvirus
1710,Chicken parvovirus Ch5596_7/2010/HUN,881308,Piccovirales,Parvoviridae,Protoparvovirus
1711,Chicken parvovirus Ch5596_10/2010/HUN,881305,Piccovirales,Parvoviridae,Protoparvovirus
1712,Chicken parvovirus Ch5596_13/2010/HUN,881306,Piccovirales,Parvoviridae,Protoparvovirus
1713,Chicken parvovirus Ch5596_18/2010/HUN,881307,Piccovirales,Parvoviridae,Protoparvovirus
1714,Turkey parvovirus Tu33/2010/HUN,881311,Piccovirales,Parvoviridae,Protoparvovirus
1715,Turkey parvovirus Tu762/2009/HUN,881312,Piccovirales,Parvoviridae,Protoparvovirus
1716,Chicken parvovirus Ch1515/2007/HUN,881302,Piccovirales,Parvoviridae,Protoparvovirus
1717,Chicken parvovirus Ch189/2009/HUN,881303,Piccovirales,Parvoviridae,Protoparvovirus
1718,Chicken parvovirus Ch538/2009/HUN,881304,Piccovirales,Parvoviridae,Protoparvovirus
1719,Chicken parvovirus Ch841_3/2009/HUN,881309,Piccovirales,Parvoviridae,Protoparvovirus
1720,Chicken parvovirus Ch852/2009/HUN,881310,Piccovirales,Parvoviridae,Protoparvovirus
1721,Chicken parvovirus Ch1514/2007/HUN,881301,Piccovirales,Parvoviridae,Protoparvovirus
1722,Avipoxvirus HNPV/NZL/2002,986718,Chitovirales,Poxviridae,Avipoxvirus
1723,Avipoxvirus TNPV6/NZL/2009,986719,Chitovirales,Poxviridae,Avipoxvirus
1724,Avipoxvirus PCcPV2/NZL/2007,986720,Chitovirales,Poxviridae,Avipoxvirus
1725,Avipoxvirus TNPV3/NZL/2007,986722,Chitovirales,Poxviridae,Avipoxvirus
1726,Avipoxvirus PCcPV1/NZL/2006,986723,Chitovirales,Poxviridae,Avipoxvirus
1727,Avipoxvirus TVPV2/NZL/2008,986724,Chitovirales,Poxviridae,Avipoxvirus
1728,Avipoxvirus HUPV1/NZL/1992,986725,Chitovirales,Poxviridae,Avipoxvirus
1729,Avipoxvirus PTPV/NZL/2005,986726,Chitovirales,Poxviridae,Avipoxvirus
1730,Avipoxvirus PAPV/NZL/2002,986727,Chitovirales,Poxviridae,Avipoxvirus
1731,Avipoxvirus TPPV/NZL/2002,986728,Chitovirales,Poxviridae,Avipoxvirus
1732,Avipoxvirus ZLPV1/NZL/2007,986729,Chitovirales,Poxviridae,Avipoxvirus
1733,Parvovirus USP400-9A/Brazil/2010,984282,Piccovirales,Parvoviridae,Protoparvovirus
1734,Parvovirus USP400-8A/Brazil/2010,984281,Piccovirales,Parvoviridae,Protoparvovirus
1735,Parvovirus USP400-4B/Brazil/2010,984280,Piccovirales,Parvoviridae,Protoparvovirus
1736,Parvovirus USP400-2B/Brazil/2010,984279,Piccovirales,Parvoviridae,Protoparvovirus
1737,Parvovirus USP371-4/Brazil/2009,984277,Piccovirales,Parvoviridae,Protoparvovirus
1738,Parvovirus USP371-1/Brazil/2009,984276,Piccovirales,Parvoviridae,Protoparvovirus
1739,Parvovirus USP369-E/Brazil/2009,984275,Piccovirales,Parvoviridae,Protoparvovirus
1740,Parvovirus USP369-D/Brazil/2009,984274,Piccovirales,Parvoviridae,Protoparvovirus
1741,Parvovirus USP391-2/Brazil/2009,984278,Piccovirales,Parvoviridae,Protoparvovirus
1742,Goose adenovirus Y81G4,944993,Rowavirales,Adenoviridae,Aviadenovirus
1743,Herpesvirus goose/GAV08/Poland/2008,936150,Herpesvirales,,
1744,Avipoxvirus flamingo/KD09/ZAF,704179,Chitovirales,Poxviridae,Avipoxvirus
1745,Common buzzard alphaherpesvirus,690691,Herpesvirales,Orthoherpesviridae,
1746,Fowl adenovirus HR4,911322,Rowavirales,Adenoviridae,Aviadenovirus
1747,Fowl adenovirus HR3,911323,Rowavirales,Adenoviridae,Aviadenovirus
1748,Fowl adenovirus HR2,911324,Rowavirales,Adenoviridae,Aviadenovirus
1749,Fowl adenovirus HR1,911325,Rowavirales,Adenoviridae,Aviadenovirus
1750,Orthoflavivirus louisense,3052468,Amarillovirales,Flaviviridae,Orthoflavivirus
1751,Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,880350,Chitovirales,Poxviridae,Avipoxvirus
1752,Chicken parvovirus 347/HUN/2008,762506,Piccovirales,Parvoviridae,Protoparvovirus
1753,Chicken parvovirus 348/HUN/2008,762507,Piccovirales,Parvoviridae,Protoparvovirus
1754,Chicken parvovirus 528/HUN/2009,762508,Piccovirales,Parvoviridae,Protoparvovirus
1755,Chicken parvovirus A1/HUN/2009,762509,Piccovirales,Parvoviridae,Protoparvovirus
1756,Chicken parvovirus ABU/HUN/2009,762510,Piccovirales,Parvoviridae,Protoparvovirus
1757,Chicken parvovirus B1/HUN/2009,762511,Piccovirales,Parvoviridae,Protoparvovirus
1758,Fort Morgan virus,48544,Martellivirales,Togaviridae,Alphavirus
1759,Cyclovirus NG_chicken11,742974,Cirlivirales,Circoviridae,Cyclovirus
1760,Cyclovirus NG_chicken12,742975,Cirlivirales,Circoviridae,Cyclovirus
1761,Cyclovirus NG_chicken13,742976,Cirlivirales,Circoviridae,Cyclovirus
1762,Cyclovirus NG_chicken14,742977,Cirlivirales,Circoviridae,Cyclovirus
1763,Cyclovirus NG_chicken15,742978,Cirlivirales,Circoviridae,Cyclovirus
1764,Cyclovirus NG_chicken16,742979,Cirlivirales,Circoviridae,Cyclovirus
1765,Circovirus NG_chicken17,742980,Cirlivirales,Circoviridae,Circovirus
1766,Cyclovirus NG_chicken18,742981,Cirlivirales,Circoviridae,Cyclovirus
1767,Cyclovirus NG_chicken19,742982,Cirlivirales,Circoviridae,Cyclovirus
1768,Cyclovirus NG_chicken2,742983,Cirlivirales,Circoviridae,Cyclovirus
1769,Circovirus NG_chicken20,742984,Cirlivirales,Circoviridae,Circovirus
1770,Circovirus NG_chicken21,742985,Cirlivirales,Circoviridae,Circovirus
1771,Cyclovirus NG_chicken22,742986,Cirlivirales,Circoviridae,Cyclovirus
1772,Cyclovirus NG_chicken23,742987,Cirlivirales,Circoviridae,Cyclovirus
1773,Cyclovirus NG_chicken24,742988,Cirlivirales,Circoviridae,Cyclovirus
1774,Circovirus NG_chicken25,742989,Cirlivirales,Circoviridae,Circovirus
1775,Cyclovirus NG_chicken26,742990,Cirlivirales,Circoviridae,Cyclovirus
1776,Cyclovirus NG_chicken3,742991,Cirlivirales,Circoviridae,Cyclovirus
1777,Cyclovirus NG_chicken31,742992,Cirlivirales,Circoviridae,Cyclovirus
1778,Cyclovirus NG_chicken32,742993,Cirlivirales,Circoviridae,Cyclovirus
1779,Circovirus NG_chicken33,742994,Cirlivirales,Circoviridae,Circovirus
1780,Cyclovirus NG_chicken36,742995,Cirlivirales,Circoviridae,Cyclovirus
1781,Cyclovirus NG_chicken37,742996,Cirlivirales,Circoviridae,Cyclovirus
1782,Circovirus NG_chicken38,742997,Cirlivirales,Circoviridae,Circovirus
1783,Circovirus NG_chicken39,742998,Cirlivirales,Circoviridae,Circovirus
1784,Circovirus NG_chicken5,742999,Cirlivirales,Circoviridae,Circovirus
1785,Cyclovirus NG_chicken6,743000,Cirlivirales,Circoviridae,Cyclovirus
1786,Cyclovirus NG_chicken7,743001,Cirlivirales,Circoviridae,Cyclovirus
1787,Cyclovirus NG_chicken8,743002,Cirlivirales,Circoviridae,Cyclovirus
1788,Cyclovirus NG_chicken9,743003,Cirlivirales,Circoviridae,Cyclovirus
1789,Parvovirus USP336-7/Brazil/2009,746113,Piccovirales,Parvoviridae,Protoparvovirus
1790,Parvovirus USP336-5/Brazil/2009,746112,Piccovirales,Parvoviridae,Protoparvovirus
1791,Avipoxvirus MK1,692273,Chitovirales,Poxviridae,Avipoxvirus
1792,Avipoxvirus OL1,692274,Chitovirales,Poxviridae,Avipoxvirus
1793,Chicken parvovirus 5B8/2009,703584,Piccovirales,Parvoviridae,Protoparvovirus
1794,Gaviid herpesvirus 1,690285,Herpesvirales,Orthoherpesviridae,Iltovirus
1795,Ross River virus,11029,Martellivirales,Togaviridae,Alphavirus
1796,Rotavirus turkey/MN/D-049317/2007,664644,Reovirales,Sedoreoviridae,Rotavirus
1797,Rotavirus turkey/MN/D-059867/2008,664646,Reovirales,Sedoreoviridae,Rotavirus
1798,Rotavirus turkey/MN/D-007861/2007,664658,Reovirales,Sedoreoviridae,Rotavirus
1799,Avipoxvirus isolate Pat/07,656810,Chitovirales,Poxviridae,Avipoxvirus
1800,Avipoxvirus isolate Cca/07,656811,Chitovirales,Poxviridae,Avipoxvirus
1801,Avipoxvirus isolate Sat/07,656812,Chitovirales,Poxviridae,Avipoxvirus
1802,Avipoxvirus isolate Cch/07,656813,Chitovirales,Poxviridae,Avipoxvirus
1803,Avipoxvirus isolate ID8964,656814,Chitovirales,Poxviridae,Avipoxvirus
1804,Avipoxvirus isolate ID8501092,656815,Chitovirales,Poxviridae,Avipoxvirus
1805,Rotavirus turkey/MN/D-007553/2007,661056,Reovirales,Sedoreoviridae,Rotavirus
1806,Rotavirus turkey/MN/D-007554/2007,661057,Reovirales,Sedoreoviridae,Rotavirus
1807,Rotavirus turkey/MN/D-007555/2007,661058,Reovirales,Sedoreoviridae,Rotavirus
1808,Rotavirus turkey/MN/D-007862/2007,661059,Reovirales,Sedoreoviridae,Rotavirus
1809,Rotavirus turkey/MN/D-007863/2007,661060,Reovirales,Sedoreoviridae,Rotavirus
1810,Rotavirus turkey/MN/D-22852/2007,661085,Reovirales,Sedoreoviridae,Rotavirus
1811,Rotavirus turkey/MN/D-035365/2007,661065,Reovirales,Sedoreoviridae,Rotavirus
1812,Rotavirus turkey/MN/D-046159/2007,661066,Reovirales,Sedoreoviridae,Rotavirus
1813,Rotavirus turkey/MN/D-049007/2007,661069,Reovirales,Sedoreoviridae,Rotavirus
1814,Rotavirus turkey/MN/D-052725/2007,661070,Reovirales,Sedoreoviridae,Rotavirus
1815,Rotavirus turkey/MN/D-053540/2007,661071,Reovirales,Sedoreoviridae,Rotavirus
1816,Rotavirus turkey/MN/D-053578/2007,661072,Reovirales,Sedoreoviridae,Rotavirus
1817,Rotavirus turkey/MN/D-053706/2007,661073,Reovirales,Sedoreoviridae,Rotavirus
1818,Rotavirus turkey/MN/D-053853/2007,661074,Reovirales,Sedoreoviridae,Rotavirus
1819,Rotavirus turkey/MN/D-054413/2007,661075,Reovirales,Sedoreoviridae,Rotavirus
1820,Rotavirus turkey/MN/D-055423/2007,661076,Reovirales,Sedoreoviridae,Rotavirus
1821,Rotavirus turkey/MN/D-056058/2007,661079,Reovirales,Sedoreoviridae,Rotavirus
1822,Rotavirus turkey/MN/D-056826/2007,661080,Reovirales,Sedoreoviridae,Rotavirus
1823,Rotavirus turkey/MN/D-058211/2007,661081,Reovirales,Sedoreoviridae,Rotavirus
1824,Rotavirus turkey/MN/D-058212/2007,661082,Reovirales,Sedoreoviridae,Rotavirus
1825,Rotavirus turkey/MN/D-058648/2007,661083,Reovirales,Sedoreoviridae,Rotavirus
1826,Rotavirus turkey/MN/D-059191/2007,661084,Reovirales,Sedoreoviridae,Rotavirus
